"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","municipality","occurrenceRemarks","comments"
"1","2015-01-31T16:01:00.000+0000","MO","MO","3172787","Licania miltonii Prance","Chrysobalanaceae","Licania","miltonii","Prance","G.T. Prance","1998-01-01T00:00:00.000+0000",NA,"Lima 196a","L. de Lima|R.S. Saraiva",1991,12,4,"Brazil","Acre","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2. Floresta primária de terra firme.",-72.7,-2.151944,"urn:catalog:MO:Tropicos:3172787","http://www.tropicos.org/Specimen/3172787","Licania miltonii Prance",NA,NA,NA,NA,NA,NA
"2",NA,"NY","NY","00583317","Licania miltonii Prance","Chrysobalanaceae","Licania","miltonii","Prance","G. T. Prance","1998-01-01T00:00:00.000+0000",NA,"196","L. A. de Lima",1991,12,4,"Brazil","Acre","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 2.",-72.7,-9.12,"9b51cbd0-9151-47a6-946c-f5f5fc080703",NA,"Licania miltonii Prance",NA,NA,NA,NA,NA,NA
"3","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","134979","Licania miltonii Prance","Chrysobalanaceae","Licania","miltonii","Prance","Prance, G.T.","1987-01-01T00:00:00.000+0000",NA,"4296","Silva, MG da",1979,1,17,"Brazil","Mato Grosso","Km 238 da BR 174, Núcleo Juina, área Urbana. Mata de terra firme. Solo areno-argiloso.",NA,NA,"urn:catalog:inpa:herbarium:181928",NA,"Licania miltonii Prance",NA,NA,NA,NA,NA,NA
"6",NA,"NY","NY","00835962","Licania miltonii Prance","Chrysobalanaceae","Licania","miltonii","Prance","G. T. Prance","1991-06-01T00:00:00.000+0000",NA,"4684","M. G. da Silva",1979,5,28,"Brazil","Mato Grosso","BR-174, Aripuana, Projeto JuÃ­na, bosquinho da companhia",-58.7419485439155,-11.38189218064,"744238c1-ad20-4649-9ce3-309c88a27d7a",NA,"Licania miltonii Prance",NA,NA,NA,NA,NA,NA
