"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","HERBAM","17313","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","M. Del Rei","2016-09-29","","484","","Chaker, R A","2016","7","9","brazil","Mato Grosso","Nova Maringá","Conglomerado MT_1228, Subunid. 4, Subparc. 03, Nº, estágio médio, solo arenoso, borda de pasto.","-57.42","-13.14","Inventário Florestal Nacional (IFN-MT)","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"2","","","NY","02852767","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","S. S. Renner","2016-01-01","","425","","D. da Silva Costa","2014","1","17","brazil","Acre","","Bacia do Purus, Seringal Linos Deuses, próximo a casa do senhor Antônio José.","","","","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","","GBIF"
"3","","","UESC","20200","Bracteanthus atlanticus Jangoux","","Siparunaceae","Siparuna","atlanticus","","Jangoux","","","","9","","Magalhães, J.C.,","2014","9","12","brazil","Bahia","Jussari","","-39.499726","-15.131669","Mata Higrófila; Árvores, cerca de 8m de de alt.","Bracteanthus atlanticus Jangoux","","centroide mpo","GBIF"
"4","","","NY","02880055","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","S. S. Renner","2016-01-01","","115","","W. Castro","2011","12","6","brazil","RondÃ´nia","","Floresta Nacional do Jamari, departing from km 574 of BR-364 (= 28 km W of ItapuÃ£ do Oeste), ca. 22 km on P-1 access road of AMATA company, then right on side road.","-62.98455","-9.38444","","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"5","","","RB","RB00600721","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","A.L.Peixoto","2011-01-01","","1894","","A. Quinet; M. Bovini,  L. E. S. Barros, C. Barros","2009","12","10","brazil","Amazonas","Boca do Acre","Rio Arama. Floresta Nacional do Mapiá - Inauiní.","-68.339167","-8.374167","Árvore de 10 m de altura. Folhas discolores verdes, cartáceas. Frutos imaturos verdes. Ciófila em Floresta Ombrófila Densa Aluvial.","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"6","","","RB","RB00600102","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","LIRIO","2018-01-01","","1832","","A. Quinet; M. Bovini,  L. E. S. Barros, C. Barros","2009","12","8","brazil","Amazonas","Boca do Acre","Rio São Domingos. Floresta Nacional do Mapiá - Inauiní.","-67.887778","-8.368611","Arbusto  de 3 m de altura. Folhas discolores verdes, cartáceas. Frutos imaturos verdes. Ciófilo em terra firme.","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"7","","","Herbarium","K000579316","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","Milliken, W.","","","1241","","Piva, J.H.; Henicka, G.S.; Milliken, W.; Zappi, D.C.; Biggs, N.","2008","2","12","brazil","","Novo Mundo","Parque Estadual Cristalino. Base do afloramento a sudeste da pousada.GPS :M 142","-55.82","-9.49","","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"8","","","HERBAM","0146","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","Soares, CRA; Piva, JH; Pedroga, JA","","","710","","Soares, CRA; Rodrigues, L; Cabral, FF; Pedroga, JA; Piva, JH; Ribeiro, IL; Duarte, J; Nicola","2008","2","11","brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Terra firme.","-55.403649","-9.752389","Projeto Pedopaisagem Cristalino","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","centroide mpo (0)","GBIF"
"9","","","MO","100261419","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","W. Milliken","2009-01-01","","Zappi 1241","","Daniela C. Zappi","2008","2","12","brazil","Mato Grosso","","Parque Estadual Cristalino. Base do afloramento a sudeste da pousada.","-55.819722","-9.485278","","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
"10","","","NY","1182690","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","Siparunaceae","Siparuna","glycycarpa","","(Ducke) S.S.Renner & Hausner","W. Milliken","2009-01-01","","1241","","D. C. Zappi","2008","2","12","brazil","Mato Grosso","","Parque Estadual Cristalino. Base do afloramento a sudeste da pousada.","-55.81983","-9.485308","","Siparuna glycycarpa (Ducke) S.S.Renner & Hausner","","original coordinates","GBIF"
