"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","typeStatus","comments"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","57291","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Farias, D.M.","2018-03-05T00:00:00.000+0000","1589",NA,"Kassner-Filho, A.",2018,1,16,"Brazil","Santa Catarina","Trombudo Central",NA,-49.770278,-27.27,"flor branca","BRA:FURB:FURB:0000057291",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","190190","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2018-03-31T00:00:00.000+0000","6448",NA,"Stehmann, JR; Barboza, G; Deanna, R",2018,3,31,"Brazil","Paraná","Morretes","Graciosa",-48.899889,-25.332361,"Barbosa, G. 5001","BRA:UFMG:BHCB:0000190190",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","190188","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2018-03-30T00:00:00.000+0000","6446",NA,"Stehmann, JR; Barboza, G; Deanna, R",2018,3,30,"Brazil","Santa Catarina","Monte Castelo","Moema, entrada ca. Km 89, pela rodovia SC 477, a 3,4 km da rodovia",-49.775028,-26.549278,"Barboza, G. 4999","BRA:UFMG:BHCB:0000190188",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"4",NA,"UNESC","CRI","11970","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Aline Votri Guislon & Renato Colares","2018-04-25T00:00:00.000+0000",NA,NA,"Renato Colares & Aline Votri Guislon",2018,4,25,"Brazil","Santa Catarina","Orleans",NA,-49.395555,-28.179722,NA,"BRA:UNESC:CRI:0000011970",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"5",NA,"Universidade Regional de Blumenau, FURB","FURB","53176","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Funez, L.A.","2017-03-20T00:00:00.000+0000","117",NA,"Kassner-Filho, A.",2017,3,20,"Brazil","Santa Catarina","Rodeio",NA,-49.410833,-26.91,"Flor branca, fruto imaturo","BRA:FURB:FURB:0000053176",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"6",NA,"Universidade Regional de Blumenau, FURB","FURB","54044","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Funez, L.A.","2017-05-31T00:00:00.000+0000","6253",NA,"Funez, L.A.",2017,5,11,"Brazil","Santa Catarina","Vitor Meireles","Serra da Abelha.",-49.8725,-26.896389,"Frutos imaturos verdes","BRA:FURB:FURB:0000054044",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"7",NA,"Universidade Regional de Blumenau, FURB","FURB","49600","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Schwirkowski, P","2016-01-31T00:00:00.000+0000","1532",NA,"Schwirkowski, P.",2016,1,31,"Brazil","Santa Catarina","São Bento do Sul","Serra Alta. Próximo à Rua José Augustin. Beira de trilhos.",-49.370556,-26.278333,NA,"BRA:FURB:FURB:0000049600",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"8",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","181894","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza",NA,"2016-04-19T00:00:00.000+0000","6376",NA,"Stehmann, JR",2016,4,19,"Brazil","Parana","Tijucas do Sul",NA,-49.066333,-25.841556,"Arbusto, ca. 2m altura; flores esbranquicadas com manchas verdes; no subbosque da floresta ombrofila","BRA:UFMG:BHCB:0000181894",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"9",NA,"Universidade Regional de Blumenau, FURB","FURB","47382","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","Lichtenfelz, F.A.","2017-05-08T00:00:00.000+0000","27",NA,"Pastório, F.F.",2015,2,7,"Brazil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.",-49.071944,-26.921389,NA,"BRA:FURB:FURB:0000047382",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
"10","2017-10-19T07:33:41.000+0000","JBRJ","RB","RB00991486","Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,"Solanaceae","Aureliana","wettsteiniana","(Wiatsek) Hunz. & Barboza","F.F. Pastorio","2015-03-31T00:00:00.000+0000","1366",NA,"A.A. Oliveira",2015,3,20,"Brazil","Santa Catarina","Santa Terezinha","Morro do Taió.",-50.033333,-26.716667,NA,"urn:catalog:JBRJ:RB:991486",NA,"Aureliana wettsteiniana (Wiatsek) Hunz. & Barboza",NA,NA,NA
