"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"NY","NY","02144740","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins",NA,NA,NA,"1597","M. F. Simon",2012,6,27,"Brazil","RondÃ´nia",NA,"Ao longo da BR-364, 8 km E de Jaci-ParanÃ¡, ramal 1 km S. Linha de transmissao Jirau-Porto Velho",-65.3275,-9.2325,NA,"7f29875a-eef0-4688-87ee-08caa1d0f933","Stryphnodendron occhionianum E.M.O.Martins"
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","251326","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","Koenen, E.J.M.","2012-07-01T00:00:00.000+0000",NA,"1597","Mike Hopkins",2012,6,27,"Brazil","Rondônia",NA,"Ao longo da BR-364, 8km E de Jaci-Paraná, ramal 1km S. Linha de transmissão Jirau-Porto Velho.",-64.33,-9.2325,NA,"urn:catalog:inpa:herbarium:232386","Stryphnodendron occhionianum E.M.O.Martins"
"3",NA,"Cenargen","CEN","82089","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","Erik J. M. Koenen",NA,NA,"1597","Marcelo Fragomeni Simon",2012,6,27,"Brazil","Ro","PORTO VELHO","Ao longo da BR-364, 8km E de Jaci-Paraná, ramal 1km S. Linha de transmissão Jirau-Porto Velho.",-64.3275,-9.2325,"Árvore de dossel com 30 m de altura x 80 cm de DAP. Tronco com fissuras longitudinais. Exudato avermelhado. Base digitada. Folhagem vistosa brilhante. Filetes róseos, anteras escuros.","BRA:Cenargen:CEN:0000082089","Stryphnodendron occhionianum E.M.O.Martins"
"4","2017-10-18T17:39:45.000+0000","JBRJ","RB","RB00562778","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","H.C. Lima & C.M.J. Mattos",NA,NA,"1219","Ribeiro, R.D.; Christo, A.G.; Rodrigues, T.M.; Tyski, L. & Fonseca da Silva, D.",2009,6,27,"Brazil","Pará","Parauapebas","Flona de Carajás, Estrada que dá acesso ao Igarapé Bahia. Vegetação de Terra Firme; altitude média de 700 metros.",-50.316667,-6.148611,"Árvore com 30 metros de altura, decídua. Frutos enegrecidos dispostos nos ramos finais. Material para DNA.","urn:catalog:JBRJ:RB:562778","Stryphnodendron occhionianum E.M.O.Martins"
"5","2014-07-08T04:11:51.000+0000","JBRJ","RB","RB00630825","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","H.C. Lima & C.M.J. Mattos",NA,NA,"524","D. F. Silva; L. Tyski",2009,7,24,"Brazil","Pará","Parauapebas","Próxima a antiga portaria N4 W-Norte.",NA,NA,"Árvore ca. 9 m de altura; flores lilás na face abaxial amarelo e na face adaxial verde.","urn:catalog:JBRJ:RB:630825","Stryphnodendron occhionianum E.M.O.Martins"
"6","2014-07-08T04:35:58.000+0000","JBRJ","RB","RB00167245","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","V.R.Scalon",NA,NA,"3","JUAN G. SOLER",2003,11,8,"Brazil","Roraima","Roraima","CARACARAI, PRÓXIMO A VILA DE CAICUBI.",-62.083333,-1.016667,"ÁRVORE DERRUBADA COM BASE RETA, RITIDOMA, AVERMELHADO COM DESPREDIMENTO DE PEQUENAS PLACAS, CASCA MORTA LARANJA FINA CASCA VIVVA  VERMELHA COM SEIVA LARANJADA, ALÇBURNO BRANCO , INFLORESCENCIA","urn:catalog:JBRJ:RB:167245","Stryphnodendron occhionianum E.M.O.Martins"
"7","2017-10-19T01:20:44.000+0000","JBRJ","RB","RB00167221","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","V.R.Scalon",NA,NA,"3","JUAN G. SLER A.; EMANE FONTES BARBOSA",2003,11,8,"Brazil","Roraima","Roraima",NA,-62.083333,-1.016667,"ÁRVORE DERRUBADA COM BASE RETA , RITIDOMA AVERMELÇHADO COM DESPRENDIMNETO DE QPEQUANS PLACVAS, CASCA MORTA ALARANJA FINA CASCA VIVA VERMELHA COM SEIVA ALARANJADA. ALBURNO BRANCO INFLORESCENCIA","urn:catalog:JBRJ:RB:167221","Stryphnodendron occhionianum E.M.O.Martins"
"8","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","213824","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","Scalon, V.R.","2008-11-01T00:00:00.000+0000",NA,"3","Mike Hopkins",2003,11,8,"Brazil","Roraima",NA,"Caicubi, mata de terra firme.",-62.09,-1.028611,NA,"urn:catalog:inpa:herbarium:2093","Stryphnodendron occhionianum E.M.O.Martins"
"9",NA,"NY","NY","01204084","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","R. C. Barneby; J. W. Grimes",NA,NA,"2135","M. J. P. Pires-O'Brien",1988,5,2,"Brazil","Pará",NA,"Monte Dourado. Gleba MTD da reserva Genética do Jari",-52.539719,-0.867854,NA,"7f5567de-3a1d-4b28-99a7-39ba5a621af7","Stryphnodendron occhionianum E.M.O.Martins"
"10",NA,"NY","NY","01204082","Stryphnodendron occhionianum E.M.O.Martins","Fabaceae","Stryphnodendron","occhionianum","E.M.O.Martins","V. R. Scalon","2005-09-14T00:00:00.000+0000",NA,"16130","S. A. Mori",1983,9,12,"Brazil","Amapá",NA,"Camaipi. EMBRAPA reserve and vicinity",-51.62,0.17,NA,"5f506449-784b-4ee5-93a6-c6d9415ad895","Stryphnodendron occhionianum E.M.O.Martins"
