"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","142099","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","P.G.Ribeiro","2011-10-01T00:00:00.000+0000",NA,"13883","Queiroz, L.P.de",2008,10,2,"Brazil","Bahia","Itaju do Colônia","Fazenda Nova Esperança, ca. 13Km de Ibicaraí.",-39.626944,-14.949722,"Floresta ombrófila semi-decidual.","BRA:UEFS:HUEFS:0000142099","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"2","2007-03-20T14:34:31.000+0000","K","Herbarium","K000090401","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,"HOLOTYPE","4303","Santos, T.S.",1986,12,18,"Brazil",NA,"Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus-Itabuna (BR-415). Quadra H.",-39.25,-14.25,NA,"http://specimens.kew.org/herbarium/K000090401","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"3","2017-10-06T01:40:08.000+0000","JBRJ","RB","RB00180357","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","Marli P. Morim de Lima","2005-01-01T00:00:00.000+0000","ISOTYPE","4303","T.S. dos Santos",1986,12,18,"Brazil","Bahia","Ilhéus","Área do CEPEC, km 22 da rodovia Ilhéus / Itabuna, BR 415, quadra H.",NA,NA,"Árvore, 18 m x 50 cm, flores amarelo - ouro, botões arroxeados","urn:catalog:JBRJ:RB:180357","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"4",NA,"NY","NY","4948","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,"ISOTYPE","4303","T. S. dos Santos",1986,12,18,"Brazil","Bahia",NA,"Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia IlhÃ©us/Itabuna (BR 415). Alt. 50 m.",-39.227366,-14.771874,NA,"bfd63b8a-8381-44cc-9aa2-139ed571316f","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"5",NA,"MBML","MBML-HERBARIO","5543","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,"ISOTYPE","4303","T. S. dos Santos",1986,12,18,"Brazil","Bahia","Ilhéus","Área do CEPEC",-39.034444,-14.795833,"Árvore 18m X 50cm, flores amarelo-ouro, botões arroxeados, nome vulgar: sucupiruçu.","BRA:MBML:MBML-HERBARIO:0000005543","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","8784","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","P.G.Ribeiro","2011-10-01T00:00:00.000+0000",NA,"4303","Santos, T.S.dos",1986,12,18,"Brazil","Bahia","Ilhéus",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000008784","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"7",NA,"US","Botany","3017738","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,NA,"3857","T. S. Santos",1983,2,4,"Brazil","Bahia",NA,"Região Cacaueira da Bahia. Município de Ilhéus. Area do CEPEC (Centro Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 145). Região de Mata Higrófila Sul Baiana",NA,NA,NA,"http://n2t.net/ark:/65665/313553d96-c3d6-452b-a7e8-304cd6cac19c","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"8","2017-10-06T01:40:12.000+0000","JBRJ","RB","RB00180372","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","Marli P. Morim de Lima","2005-01-01T00:00:00.000+0000","PARATYPE","3857","T.S. dos Santos",1983,3,4,"Brazil","Bahia","Ilhéus","Área do CEPEC, km 22 da rodovia Ilhéus / Itabuna BR 415, quadra H.",NA,NA,"Árvore de 18 m x 50 cm de diâmetro, frutos imaturos verdes.","urn:catalog:JBRJ:RB:180372","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"9","2007-03-20T14:34:31.000+0000","K","Herbarium","K000090398","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","Lewis, G.P.",NA,NA,"3857","Santos, T.S.",1983,4,4,"Brazil",NA,"Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus-Itabuna (BR-415). Quadra H.",-39.25,-14.25,NA,"http://specimens.kew.org/herbarium/K000090398","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"10",NA,"NY","NY","459069","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","R. C. Barneby",NA,NA,"3857","T. S. dos Santos",1983,4,4,"Brazil","Bahia",NA,"Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus/Itabuna (BR 415). Quadra H",-39.227366,-14.771874,NA,"e58b3509-ce97-4d76-b1f1-914d140b8c91","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"11",NA,"US","Botany","2741147","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,NA,"755/25505","J. Lanna Sobro & A. Castellanos",1965,1,29,"Brazil","Bahia",NA,"Canavieiras",NA,NA,NA,"http://n2t.net/ark:/65665/3d91885ee-2c9c-4277-b58f-e9065426e9f2","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"12","2007-03-20T14:34:31.000+0000","K","Herbarium","K000090399","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","Lewis, G.P.",NA,NA,"1380","Belém, R.P.",1965,7,26,"Brazil",NA,"Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus-Itabuna (BR-415).",-39.25,-14.25,NA,"http://specimens.kew.org/herbarium/K000090399","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"13",NA,"NY","NY","459071","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","G. P. Lewis",NA,NA,"1380","R. P. BelÃ©m",1965,7,26,"Brazil","Bahia",NA,"Centro de Pesquisas do Cacau, CEPEC",-39.2281,-14.7536,"coleÃ§ao de madeira","687a158d-b76c-4ab7-b62b-1d017aca0517","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"14",NA,"NY","NY","459070","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","G. P. Lewis",NA,NA,"1380","R. P. BelÃ©m",1965,7,26,"Brazil","Bahia",NA,"Centro de Pesquisas do Cacau, CEPEC",-39.2281,-14.7536,"coleÃ§ao de madeira","dbb97a2d-74af-4a58-8cfd-928f40532124","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"15","2007-03-20T14:34:31.000+0000","K","Herbarium","K000090400","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","Lewis, G.P.",NA,NA,"1380","Belém, R.P.",1965,7,26,"Brazil",NA,"Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da rodovia Ilhéus-Itabuna (BR-415).",-39.25,-14.25,NA,"http://specimens.kew.org/herbarium/K000090400","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"16",NA,"NY","NY","02695841","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"2d5a3d93-444e-4fd1-9435-fd1f6de266ea","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"17",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","40574","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","G. P. Lewis",NA,NA,"4303","T. S. dos Santos",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Quadra H' do CEPEC.",NA,NA,"Ambiente: Mata higrofila. Solo bem drenado. Habito: Árvore, 18m X 50cm.","BRA:CEPLAC:CEPEC:0000040574","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
"18",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","31227","Parapiptadenia ilheusana G.P.Lewis","Fabaceae","Parapiptadenia","ilheusana","G.P.Lewis","G. P. Lewis",NA,"PARATYPE","3857","T. S. dos Santos",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Quadra H do CEPEC.",NA,NA,"Ambiente: Mata higrofila. Habito: Árvore, 18m X 50cm.","BRA:CEPLAC:CEPEC:0000031227","Parapiptadenia ilheusana G.P.Lewis",NA,NA,NA,NA,NA
