"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"RB","RB01386411","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","H. C. Lima","",NA,"1562",NA,"C. Baez; E. P. Fernandez, R. C. Gomes, G. Martinelli, Haroldo Lima, E. Lerina",2018,4,4,"brazil","Rio de Janeiro","Cachoeiras de Macacu","Guapiaçu. REGUA - Bifurcação a esquerda da trilha verde. Parque Estadual dos Três Picos/Reserva Ecológica de Guapiaçu",-42.735,-22.395555,"Árvore matriz nº 113; CAP 157 cm; Corte alvacento com exudato vermelho pouco abundante. Cálice verde com indumento castanho. Corola violácea. Verticilo com mácula central amarela. Folhas marcadamentes discolores.","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
"2",NA,NA,"RB","RB01394956","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","E.A. Fortes","",NA,"39",NA,"Elenice A. Fortes; Vicente G. Fortes",2018,7,11,"brazil","Minas Gerais","Carvalhópolis","Bairro Arranca Rabo, Sítio Paineiras, na lavoura de café no topo da serra.",-45.858889,-21.740833,"Árvore ca. 20 m alt., com sapopemas, tronco cilíndrico, casca acinzentada, descamando-se, DAP 54 cm. Ramos cilíndricos, inermes. Árvore caducifolia. Pecíolo e raque verde, dourado tomentoso. Folhas discolor, adaxialmente cor verde opaca, abaxialmente alva. Estípulas caducas, folíolos com estipelas. Frutos em panículas terminais,  legume cartáceo, dourado tomentoso, com uma pequena projeção aliforme, internamente glabro, amarelado, sementes amarelo claras. Abundante nos entornos.","Platycyamus regnellii Benth.",NA,"original coordinates outside municipality original in carvalhopolis falls in machado","GBIF"
"3",NA,NA,"RB","RB01340472","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","D.N.S. Machado","",NA,"504",NA,"D.N.S. Machado; G.A. de Queiroz",2015,4,11,"brazil","Rio de Janeiro","Maricá","Inoã, início da Trilha para as Frutas do Spar, atrás da Capela de Santa Paula",-42.941389,-22.8975,"","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
"4",NA,NA,"RB","RB00958570","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","M. Nadruz e J.R.Mattos","2015-05-22",NA,"91",NA,"J.R.Mattos e M. Nadruz",2015,5,22,"brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 27C, JBRJ.",-43.45231,-22.924471,"Ramos cilíndricos e pilosos, folhas compostas tri-folioladas, com folíolos pilosos na parte abaxial, elípticos, com base obtusa convexa a obtusa arredondada e ápice obtuso acuminado e margem crenada. Flores com pedúnculo piloso, sépalas esverdeadas e pilosas, e pétalas podendo ser arroxeadas ou esbranquiçadas.","Platycyamus regnellii Benth.",NA,"centroide mpo OK","GBIF"
"5",NA,NA,"HUEFS","211865","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","","",NA,"1565",NA,"Nascimento, F.H.F.",2014,1,30,"brazil","Bahia","Jussari","RPPN Serra do Teimoso.",-39.535,-15.158333,"","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
"6",NA,NA,"HUEFS","212807","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","","",NA,"10",NA,"Scarponi, T.M.",2014,5,15,"brazil","Rio de Janeiro","São José de Ubá","Localidade de Capiocá, próximo à Pedra Redonda. Conglomerado 272-2-9-35. Situado na vertente do relevo, com pastagem e árvores isoladas.",-47.940278,-21.420278,"","Platycyamus regnellii Benth.",NA,"original coordinates outside municipality original in sao jose de uba falls in guatapara","GBIF"
"7",NA,NA,"RB","RB00844147","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","M. Sobral","2013-01-01",NA,"15426",NA,"M. Sobral",2013,3,20,"brazil","Minas Gerais","Tiradentes","Serra de São José, Estrada dos Fundadores.",-44.141111,-21.084444,"Árvore 10-12m; ramos com resina escassa quando cortados; flores azul-claras ou roxo-claras; frutos imaturos","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
"8",NA,NA,"VIES","30721","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","Júnior, J.G.V.","1905-07-04",NA,"",NA,"Júnior, J.G.V.",2012,5,1,"brazil","Espírito Santo","Conceição do Castelo","",-41.266334,-20.370853,"SW2041","Platycyamus regnellii Benth.",NA,"centroide mpo OK","GBIF"
"9",NA,NA,"HDJF","787","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","Machado, ELM","2012-09-11",NA,"s.n.",NA,"Oliveira, ACC; Machado, ELM",2012,9,NA,"brazil","Minas Gerais","Presidente Juscelino","Presidente Juscelino, Minas Gerais, Zona rural",-44.0825,-18.644444,"Floresta Estacional Decídual","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
"10",NA,NA,"HUEFS","176659","Platycyamus regnellii Benth.",NA,"Fabaceae","Platycyamus","regnellii",NA,"Benth.","","",NA,"15289",NA,"Queiroz, L.P.de",2011,5,30,"brazil","Espírito Santo","Carlos Chagas","69 Km E de Teófilo Otoni na rodovia BR-418, 10 km E do entroncamento para Epaminondas Otoni.",-41.000556,-17.852778,"Mata atlântica. Floresta estacional semidecidual com afloramento de gnaiss.","Platycyamus regnellii Benth.",NA,"original coordinates OK","GBIF"
