"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"UFPE","UFP","13825","Guatteriopsis kuhlmannii R.E.Fr.","Annonaceae","Guatteria","kuhlmannii","R.E.Fr.","Rainer, H.","1994-05-01T00:00:00.000+0000",NA,"s.n.",NA,"Benko-Isepon, A.M.",1993,2,16,"Brazil","Amazonas","Manaus","Próximo a Reserva Egler-km 64 da estrada para Taquatiara.",0,0,"DESC:Arvoreta de 4 m de altura e 3 cm de diâmetro.;","BRA:UFPE:UFP:0000013825","Guatteriopsis kuhlmannii R.E.Fr."
"2",NA,"UFPE","UFP","18561","Guatteriopsis kuhlmannii R.E.Fr.","Annonaceae","Guatteria","kuhlmannii","R.E.Fr.","Rainer, H.",NA,NA,"s.n.",NA,"Benko-Isepon, A.M.",1993,2,16,"Brazil","Amazonas","Manaus","Próximo a Reserva Egler-km 64 da estrada para Taquatiara.",0,0,"DESC:Arvoreta de 4m de altura e 3cm de diâmetro.&nf;&nf;&nf;&nf;;","BRA:UFPE:UFP:0000018561","Guatteriopsis kuhlmannii R.E.Fr."
"3",NA,"UEMA","SLUI","3359","Guatteriopsis kuhlmannii R.E.Fr.","Annonaceae","Guatteria","kuhlmannii","R.E.Fr.",NA,NA,NA,"74",NA,"J. Oliveira et. al",1991,5,22,"Brazil","Pará","Município de Melgaço","Base Físico da Floresta de Caxiuanã",NA,NA,NA,"BRA:UEMA:SLUI:0000003359","Guatteriopsis kuhlmannii R.E.Fr."
"4",NA,"UEMA","SLUI","3227","Guatteriopsis kuhlmannii R.E.Fr.","Annonaceae","Guatteria","kuhlmannii","R.E.Fr.",NA,NA,NA,NA,NA,"J. Oliveira et. Al",1991,5,22,"Brazil","Pará","Melgaço","Floresta de Caxiuanã",-51.434028,-1.792306,NA,"BRA:UEMA:SLUI:0000003227","Guatteriopsis kuhlmannii R.E.Fr."
"5",NA,NA,"Botany","U.1661919","Guatteria cryandra Erkens & Maas","Annonaceae","Guatteria","cryandra","Erkens & Maas","Maas PJM; Erkens RHJ",NA,NA,NA,NA,"Rabelo BV; Cardoso J",1984,6,7,"Brazil","Amapá",NA,"Vila do Agua Branda, alto rio Cajri, Mazagão-AP",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661919","Guatteria cryandra Erkens & Maas"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","115048","Guatteria cryandra Erkens & Maas","Annonaceae","Guatteria","cryandra","Erkens & Maas","Maas, P.J.M.","1992-01-01T00:00:00.000+0000",NA,"915",NA,"Mike Hopkins",1983,9,23,"Brazil","Pará",NA,"Área de desmatamento, margem direita da PA-149, ramal da massa falida",NA,NA,NA,"urn:catalog:inpa:herbarium:148840","Guatteria cryandra Erkens & Maas"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","113579","Guatteria cryandra Erkens & Maas","Annonaceae","Guatteria","cryandra","Erkens & Maas","Maas, P.J.M.","1992-01-01T00:00:00.000+0000",NA,"551",NA,"Mike Hopkins",1983,9,9,"Brazil","Amazonas",NA,"Igarapé Albini, afluente do rio Urupadí, margem direita do rio",NA,NA,NA,"urn:catalog:inpa:herbarium:83228","Guatteria cryandra Erkens & Maas"
"8",NA,NA,"Botany","L.1093554","Guatteria cryandra Erkens & Maas","Annonaceae","Guatteria","cryandra","Erkens & Maas",NA,NA,NA,NA,NA,"Plowman TC; Davidse G; Rosa NA; Rosário CS; Dos Santos MR",1980,3,1,"Brazil","Pará",NA,"Municipio Paragominas: Belém-Brasília highway (BR 010) 17 km. south of Ligação do Pará, nearb kilometer marker 1509.",-47.533333,-4.283333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1093554","Guatteria cryandra Erkens & Maas"
"9",NA,"IEPA","HAMAB","4951","Guatteriopsis kuhlmannii R.E.Fr.","Annonaceae","Guatteria","kuhlmannii","R.E.Fr.","Oliveira",NA,NA,"9413",NA,"Plowman, T.",1980,3,1,"Brazil","Pará","Paragominas",NA,-47.533333,-4.283333,"Slender understory treelet to 3m tall; perianth golden yellow; flowers cauliflorous or on the branchlets.","BRA:IEPA:HAMAB:0000004951","Guatteriopsis kuhlmannii R.E.Fr."
"10",NA,NA,"Botany","U.1661918","Guatteria cryandra Erkens & Maas","Annonaceae","Guatteria","cryandra","Erkens & Maas",NA,NA,NA,NA,NA,"Plowman TC; Davidse G; Rosa NA; Rosário CS; Dos Santos MR",1980,3,1,"Brazil","Pará",NA,"Municipio Paragominas: Belém-Brasília highway (BR 010) 17 km. south of Ligação do Pará, nearb kilometer marker 1509.",-47.533333,-4.283333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661918","Guatteria cryandra Erkens & Maas"
