"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UFPI","TEPB","31096","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","RIBEIRO, R. T. M.","2017-08-07T00:00:00.000+0000",NA,"110","Neto, J.R.A",2016,5,10,"Brazil","Piauí","Sigefredo Pacheco","Olho D'água da Fazenda",NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Chapada","BRA:UFPI:TEPB:0000031096",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"2",NA,"UNICAMP","UEC","192341","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.",NA,NA,NA,"138","Silvestre, L.F.V.",2015,5,3,"Brazil","Goiás","Cavalcante","Engenho II, Sítio Histórico Kalunga",0,0,"Arbóreo, 15m; Cerrado sensu stricto denso","BRA:UNICAMP:UEC:0000192341",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"3",NA,"UnB","UB","216317","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.",NA,NA,NA,"138","Silvestre, LFV",2015,5,3,"Brazil","Goiás","Cavalcante","Engenho II. Sítio Histórico Kalunga",0,0,"Registro etnobotânico - construção; Arbóreo, 15m Cerrado denso; Cerrado sensu stricto","BRA:UnB:UB:0000216317",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"4",NA,"Cenargen","CEN","95612","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","R. F. Haidar",NA,NA,"1772","Ricardo Flores Haidar",2015,6,23,"Brazil","Ba","FORMOSA DO RIO PRETO","Expedição Parque Nacional Serra das Confusões - Coleta de dados de flora para tese de Ricardo Haidar e Gabriel Damasco. Fuso: 23 L. E: 478110,421 N: 8778131,865 Alt: 476,936",-45.200277,-11.053055,"Doação.","BRA:Cenargen:CEN:0000095612",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"5","2017-10-15T10:44:28.000+0000","JBRJ","RB","RB00990671","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.",NA,NA,NA,"1073","L.J.T. Cardoso; S. Neves",2015,7,9,"Brazil","Maranhão","Barão de Grajaú","ca. de 2km da margem do Rio Parnaíba. Próximo a localidade de Cana. Coordenada aproximada do indivíduo (WGS84). A vegetação aparenta um contato entre Savana-Estépica Florestada-Floresta Estacional Decidual.",-42.935,-6.650556,"Frequente. Espécie com os maiores indivíduos arbóreos (DAP e altura) desse trecho de vegetação. Casca grossa, fissurada, de cor escura. Folhas membranáceas, agrupadas no ápice e nos nós dos ramos. Frutos secos amarronzados.","urn:catalog:JBRJ:RB:990671",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"6",NA,"Universidade Federal da Bahia (UFBA)","ALCB","122135","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","Ribeiro, RTM","2018-05-11T00:00:00.000+0000",NA,"24147","Guedes, ML; Chagas, F das; Silveira, ER",2015,10,6,"Brazil","Maranhão","Barra do Corda","Cachoeira do Rio do Corda.",-45.292778,-5.688056,"de ca 20 m de altura. Folhas cartáceas. Frutos sâmaras.","BRA:UFBA:ALCB:0000122135",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"7","2017-10-08T18:34:05.000+0000","JBRJ","RB","RB01099205","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","MARQUETE, N.F.S.",NA,NA,"1110","L.J.T. Cardoso; P. Farag, O. Samor & P. Gomes",2015,11,12,"Brazil","Piauí","São Francisco de Assis do Piauí","Coordenadas exatas do indivíduo (WGS84). Savana-estépica arborizada.",-41.533611,-8.254444,"Grande árvore da Caatinga florescendo massivamente. Copa frondosa, ampla, ramificando a 3m, ramos grossos; ritidoma marrom, fissurado, desprendimento em placas; folhas jovens verde-claro; flores muito perfumadas; frutos amadurescendo e frutos maduros, secos, marrom.","urn:catalog:JBRJ:RB:1099205",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"8","2017-10-14T02:10:10.000+0000","JBRJ","RB","RB00861658","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","MARQUETE, N.F.S. & RIBEIRO, R.T.M.","2016-10-10T00:00:00.000+0000",NA,"6625","B.M.T. Walter; C.E.B. Proença; I.R. da Costa; S.R. Silva",2014,1,25,"Brazil","Piauí","Oeiras","Estrada Oeiras para Picos. À cerca de 5km da cidade de Oeiras.",-42.085278,-6.972222,"Árvore com 7m de altura; botões florais marrom-ferrugíneos; espécie em início de floração; nas linhas de drenagem ocorre grandes indíviduos; com diâmetros à altura do peito maiores que 40cm e altura 14m","urn:catalog:JBRJ:RB:861658",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"9",NA,"Universidade Federal do Ceará, UFC","EAC","56853","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","Loiola, M.I.B.","2014-08-15T00:00:00.000+0000",NA,"6625","Walter, B.M.T.",2014,1,25,"Brazil","Piauí","Oeiras","estrada Oeiras para Picos, à cerca de 5 km da cid, relevo plano a ondulado; solo areno-argiloso com afloramentos de rocha, nos drenos vegetação mais florestada.",-42.085278,-6.972222,"Árvore, 7m; botões florais marrom-ferrugíneos, espécie em início de floração; nas linhas de drenagem ocorrem grandes indivíduos, com diâmetros à altura do peito maiores que 40 cm e altura 14 m.; Ecótono Cerrado/Caatinga.","BRA:UFC:EAC:0000056853",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
"10",NA,"Universidade Federal da Bahia (UFBA)","ALCB","116732A","Terminalia actinophylla Mart.","Combretaceae","Terminalia","actinophylla","Mart.","Ribeiro, RTM","2018-05-11T00:00:00.000+0000",NA,"22035a","Guedes, ML; Kelmo, F; Alunos de Ecologia",2014,4,15,"Brazil","Bahia","Maraú","Litoral Sul, Ponto 21.",-38.948611,-13.972778,"de ca 7 m de altura. Folhas cartáceas, discolores. Inflorescência espiciforme. Frutos com duas alas seríceas.","BRA:UFBA:ALCB:000116732A",NA,"Terminalia actinophylla Mart.",NA,NA,NA,NA
