"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","188896","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.",NA,NA,NA,"3337",NA,"Matos, E.N.de",2011,11,28,"Brazil","Bahia","Conde","Sítio do Conde-Fazenda Fundão",-37.586389,-11.871111,"Restinga. Floresta.","BRA:UEFS:HUEFS:0000188896",NA,"Matayba grandis Radlk."
"2","2018-03-22T10:32:55.000+0000","JBRJ","RB","RB00521175","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","COELHO,R.L.S.","2014-02-14T00:00:00.000+0000",NA,"7112",NA,"A. M. Amorim; R. C. Forzza, C.N. Fraga, L. Kollmann, P.H. Labiak & J.L. Paixão",2008,2,15,"Brazil","Espírito Santo","Cariacica","Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",-40.519444,-20.291389,"Árvore ca. 7m alt. Frutos maduros, sementes negras, arilo castanho. Material prensado em álcool.","urn:catalog:JBRJ:RB:521175",NA,"Matayba grandis Radlk."
"3",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA132678","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","Coelho, R.L.G.","2011-08-15T00:00:00.000+0000",NA,"4558",NA,"Demuner, V. et al.",2007,11,21,"Brazil","Espírito Santo","Águia Branca",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA132678",NA,"Matayba grandis Radlk."
"4","2017-10-18T13:18:03.000+0000","JBRJ","RB","RB00597448","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","COELHO,R","2016-05-27T00:00:00.000+0000",NA,"252",NA,"R. de O. Perdiz; M. Lopes & L. C. Gomes &",2007,12,10,"Brazil","Bahia","Ilhéus","CEPLAC. Área do CEPEC, atrás do Centro de Toxicologia, caminho à esquerda ca. 1 km. Fazenda vizinha. .",-39.233889,-14.755833,"Árvore de 18 m de altura. Folhas verdes discolores. Cálice verde. Corola amarelo-esverdeada. Anteras amarelo-esverdeadas. Gineceu amarelo-esverdeado. Flores pistiladas e estaminadas na mesma inflorescência. Frutos imaturos verdes. Foto: Flor em álcool.","urn:catalog:JBRJ:RB:597448",NA,"Matayba grandis Radlk."
"5","2016-05-18T18:06:38.000+0000","JBRJ","RB","RB00723473","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.",NA,NA,NA,"67",NA,"Rodrigues, P.J.F.P.",2006,2,16,"Brazil","Rio de Janeiro","Rio de Janeiro","REBIO Tinguá. Orbel I, Módulo PPBio Mata Atlântica. Local IN1. Parcela 2. Nº indivíduo 509. Levantamento Fitossociológico. Material estéril.",-44.283333,-23.831667,"Árvore com DAP 34,15 cm em 2006 e 18m de altura.","urn:catalog:JBRJ:RB:723473",NA,"Matayba grandis Radlk."
"6",NA,"NY","NY","02636686","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","R. L. G. Coelho","2007-03-20T00:00:00.000+0000",NA,"1819",NA,"P. Fiaschi",2003,11,2,"Brazil","Bahia",NA,"Serra da Pedra Lascada, 13,7Km de Barro Preto, na estrada que passa pela Fazenda SÃ£o Miguel e sobe atÃ© o acesso Ã  serra. Caminhada ao topo da serra.",-39.5361,-14.7703,NA,"9b61a372-e646-40aa-ac46-341bfb2897fb",NA,"Matayba grandis Radlk."
"7",NA,"USP","SPF","164286","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","Coelho, RLG","2007-03-20T00:00:00.000+0000",NA,"1819",NA,"Fiaschi, P",2003,11,2,"Brazil","Bahia","Barro Preto","Serra da Pedra Lascada",-39.386111,-14.770278,NA,"BRA:USP:SPF:0000164286",NA,"Matayba grandis Radlk."
"8","2017-10-19T06:07:07.000+0000","JBRJ","RB","RB00737097","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","COELHO,R.L.S.","2009-09-25T00:00:00.000+0000",NA,"320",NA,"C. Mynssen; M.G. Santos & F.R. Nonato",2000,1,20,"Brazil","Rio de Janeiro","Mangaratiba","Reserva Ecológica Rio das Pedras, margem do Rio Grande.",NA,NA,"Árvore ca. 8m de altura, heliófila. Frutos verdes com região basasl rósea","urn:catalog:JBRJ:RB:737097",NA,"Matayba grandis Radlk."
"9","2014-07-07T23:57:46.000+0000","JBRJ","RB","RB00716369","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.","R.Perdiz","2013-01-01T00:00:00.000+0000",NA,"1168",NA,"Jomar G. Jardim; A.M. de Carvalho, J.L. da Paixão",1997,12,15,"Brazil","Bahia","Ilhéus","Ao NW do Centro de Pesquisas do Cacau. Fazenda. Área de cultivo do cacau-cabruca.",NA,NA,"Árvore ca. 10m de altura. Folíolos verdes na face superior e face inferior opaca. Flores esverdeadas. Frutos passados.","urn:catalog:JBRJ:RB:716369",NA,"Matayba grandis Radlk."
"10","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","189218","Matayba grandis Radlk.",NA,"Sapindaceae","Matayba","grandis","Radlk.",NA,NA,NA,"8131",NA,"Mike Hopkins",1996,8,9,"Brazil","Amazonas",NA,"W of Romao (along Aracá River).",-62.98,-0.133333,NA,"urn:catalog:inpa:herbarium:1298",NA,"Matayba grandis Radlk."
