"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UNICAMP","UEC","188967","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.",NA,NA,NA,"254",NA,"Silva, B.G.; Castello, A.C.D.; Kataoka, E.Y.; Vidal Junior, J.D.",2015,2,10,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho",-47.994722,-24.070833,"Árvore, 7 m de altura e 6,4 cm de DAP; Floresta Ombrófila Densa","BRA:UNICAMP:UEC:0000188967",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"2",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","68602","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","B. Moreira","2016-01-01T00:00:00.000+0000",NA,"268",NA,"B. Moreira; L.C.D. Dias",2015,5,22,"Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping",-43.898333,-21.716111,"Árvore, flores em botão, 5m. Interior de mata","BRA:UFJF:CESJ:0000068602",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"3",NA,"MBM","MBM","390627","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Brotto, ML","2014-08-04T00:00:00.000+0000",NA,"1704",NA,"Brotto, ML; Silva, JM; Santos, TF",2014,7,9,"Brazil","Paraná","Campina Grande do Sul","próximo à Serra do Capivari",-48.858056,-25.17,"Árvore de 6m; botões florais cor creme.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","BRA:MBM:MBM:0000390627",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","15103","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Geovane S. Siqueira","2015-03-09T00:00:00.000+0000",NA,"7254",NA,"Folli, D.A.",2014,9,18,"Brazil","Es","PONTO BELO",NA,NA,NA,"<ll>dwc_commonname:</ll> Camboril","BRA:CVRD:CVRD:0000015103",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"5",NA,"MBM","MBM","392471","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Brotto, ML","2014-11-13T00:00:00.000+0000",NA,"1830",NA,"Brotto, ML",2014,11,12,"Brazil","Paraná","Piraquara","Recreio da Serra",-49.015444,-25.447472,"Árvore de 6m de altura; fruto verde, arilo alaranjado, semente preta.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","BRA:MBM:MBM:0000392471",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"6",NA,"MBM","MBM","392468","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Brotto, ML","2014-11-13T00:00:00.000+0000",NA,"1827",NA,"Brotto, ML; Prado, S",2014,11,4,"Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas",-48.71325,-24.853519,"Árvore de 18m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","BRA:MBM:MBM:0000392468",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"7",NA,"MBM","MBM","401896","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Rosado, A","2015-01-01T00:00:00.000+0000",NA,"1950",NA,"Lozano, ED; Saridakis, DP",2013,11,27,"Brazil","Paraná","Piraí do Sul","Pousada Pirahy da Serra, no entorno",-50.020306,-24.466972,"Arvoreta crescendo sobre a rocha, 2 m, frutos imaturos verdes, em rio lajeado.; Campos Gerais.","BRA:MBM:MBM:0000401896",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"8",NA,"MBM","MBM","391787","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Brotto, ML","2014-08-20T00:00:00.000+0000",NA,"23A",NA,"Schwirkowski, P; Bianconcini",2013,12,15,"Brazil","Santa Catarina","São Bento do Sul","Serra Alta, Atrás da Condorplast",0,0,"Floresta Ombrófila Mista; em pastagem.","BRA:MBM:MBM:0000391787",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"9",NA,"UFPR","UPCB","74525","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Rosado","2016-09-01T00:00:00.000+0000",NA,"11-038",NA,"Blum, C.T.",2011,2,20,"Brazil","Paraná","Tijucas do Sul","Remanescentes florestais marginais à represa de Vossoroca",-49.0775,-25.834722,"Árvore 13 m, botões. UPCB-DNA N° 2006.","BRA:UFPR:UPCB:0000074525",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"10",NA,"UFPR","UPCB","73088","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","Pinto, N.S. & Franco, G.A.D.C.","2010-07-14T00:00:00.000+0000",NA,"46",NA,"Costa, N.O.",2010,7,1,"Brazil","São Paulo","Itapeva","Estação Experimental, Trilha do Poço da Onça.",-49.111944,-24.049167,"Árvore, 5m, flor creme. Campo sujo úmido da divisa..","BRA:UFPR:UPCB:0000073088",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"11",NA,"IF","SPSF","43923","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","G.A.D.C. Franco","2010-07-14T00:00:00.000+0000",NA,"46",NA,NA,2010,7,1,"Brazil","Sp","Itapeva","Estação Experimental",-49.111944,-24.049167,"COLETA: Árvore 5m de altura, flor creme.; GEOGRAFIA: Campo Sujo Úmido da Divisa.;","BRA:IF:SPSF:0000043923",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"12",NA,"Universidade Estadual Paulista, UNESP","HRCB","50298","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.",NA,NA,NA,"78",NA,"Santos, L.B.",2008,9,16,"Brazil","São Paulo","Jundiaí",NA,NA,NA,"Interior da trilha. Arbusto, 2m de altura, folhas cartáceas, com as nervuras da face abaxial avermelhadas, frutos imaturos verdes","BRA:UNESPRC:HRCB:0000050298",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"13",NA,"IF","SPSF","41154","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","R.Cielo-Filho","2008-12-30T00:00:00.000+0000",NA,"803",NA,"R.Cielo-Filho & J.B.Baitello & C.R.Lima",2008,11,26,"Brazil","Sp","Itapeva","Estação Ecológica",-49.076944,-24.073611,"COLETA: Arvoreta 2,5m; GEOGRAFIA: Trilha transversal.;","BRA:IF:SPSF:0000041154",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"14",NA,"IAC","IAC","48620","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.","L.D. Meireles","2007-07-24T00:00:00.000+0000",NA,"231",NA,"E. Ramos & T.B. Conforti",2007,4,21,"Brazil","Minas Gerais","Caldas","Pedra Branca",-46.3861,-21.9236,NA,"BRA:IAC:IAC:0000048620",NA,"Cupania zanthoxyloides Cambess.",NA,NA
"15",NA,"Universidade Estadual Paulista, UNESP","HRCB","48323","Cupania zanthoxyloides Cambess.",NA,"Sapindaceae","Cupania","zanthoxyloides","Cambess.",NA,NA,NA,"6839",NA,"Lombardi",2007,8,14,"Brazil","São Paulo","Jundiaí",NA,-46.935778,-23.230444,"borda da trilha. Árvore ca. 3 m, folíolos coriáceos, flores alvas com pontos rosados","BRA:UNESPRC:HRCB:0000048323",NA,"Cupania zanthoxyloides Cambess.",NA,NA
