"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","257053","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","Ramos, J.F.","2013-07-30",NA,"3816",NA,"Amaral, IL do",2013,9,18,"brazil","Pará","","Rio Tapajós, No meio do Rio Tapajós",NA,NA,"","Gustavia elliptica S.A.Mori",NA,NA,"GBIF"
"2",NA,NA,"EAFM","15450","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","Marra, D.M.; Carneiro, V.M.C.","2012-09-02",NA,"1067",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,2,"brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.254997,-3.655214,"árvore, DAP = 11.8 cm; Floresta de terra-firme ; HA","Gustavia elliptica S.A.Mori",NA,"original coordinates outside municipality original in manacapuru, novo airao falls in manacapuru","GBIF"
"3",NA,NA,"EAFM","15520","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","Marra, D.M.; Carneiro, V.M.C.","2012-09-03",NA,"1137",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.",2012,9,3,"brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.253078,-3.658461,"árvore, DAP = 11.1 cm; Floresta de terra-firme ; HA","Gustavia elliptica S.A.Mori",NA,"original coordinates outside municipality original in manacapuru, novo airao falls in manacapuru","GBIF"
"4",NA,NA,"EAFM","15860","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","Marra, D.M.; Carneiro, V.M.C.","2012-09-23",NA,"1477",NA,"Marra, D.M.; Neves, A.F. & Pereira, S. .L.",2012,9,23,"brazil","Amazonas","Manacapurú, Novo Airão","Reserva de Desenvolvimento Sustentável do Rio Negr, Parcelas permanentes instaladas ao longo de transectos que cruzam uma área (ca. 75 hectares) de floresta atingida por uma tempestade de vento ocorrida no ano de 1987",-61.257942,-3.677356,"árvore, DAP = 21.1 cm; Floresta de terra-firme ; HA","Gustavia elliptica S.A.Mori",NA,"original coordinates outside municipality original in manacapuru, novo airao falls in manacapuru","GBIF"
"5",NA,NA,"HERBAM","3686","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","","2010-05-09",NA,"2777",NA,"Soares, CRA; Rodrigues, L; Cabral, FF; Piva, JH",2010,5,9,"brazil","Mato Grosso","Paranaíta","Lagoa do Bina e flutuante, Rio Teles Pires, margem direita. Habitat aluvial.",-57.095194,-9.029056,"Projeto Flora Mantega","Gustavia elliptica S.A.Mori",NA,"original coordinates outside municipality original in paranaita falls in apiacas","GBIF"
"6",NA,NA,"EAFM","C118","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","","",NA,"1001",NA,"Hawes, J.",2009,5,11,"brazil","Amazonas","Carauari","",-67.337501,-5.118672,"","Gustavia elliptica S.A.Mori",NA,"centroide mpo (0) OK","GBIF"
"7",NA,NA,"EAFM","C392","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","","",NA,"830",NA,"Hawes, J.",2009,9,5,"brazil","Amazonas","Carauari","Tabuleiro",-67.337501,-5.118672,"","Gustavia elliptica S.A.Mori",NA,"centroide mpo (0) OK","GBIF"
"8",NA,NA,"EAFM","C97","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","","",NA,"960",NA,"Hawes, J.",2009,10,31,"brazil","Amazonas","Carauari","",-67.337501,-5.118672,"","Gustavia elliptica S.A.Mori",NA,"centroide mpo (0) OK","GBIF"
"9",NA,NA,"NY","00689759","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","S. A. Mori","2008-08-24",NA,"27264",NA,"S. A. Mori",2008,8,24,"brazil","Amazonas","","Distrito AgropecuÃ¡rio, Reserva 1501 (km 41) da WWF/INPA Projeto DinÃ¢mica BiolÃ³gica dos Fragmentos Florestais.",-59.730556,-2.41625,"","Gustavia elliptica S.A.Mori",NA,"original coordinates outside municipality original in  falls in rio preto da eva","GBIF"
"10",NA,NA,"EAFM","1573","Gustavia elliptica S.A.Mori",NA,"Lecythidaceae","Gustavia","elliptica",NA,"S.A.Mori","Assunção, P.","2010-03-25",NA,"407",NA,"Stropp, J.; Assunção, P.",2007,7,NA,"brazil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Próximo a Torre do LBA.",-67.998749,0.374972,"Floresta de Terra Firme. ; HA","Gustavia elliptica S.A.Mori",NA,"centroide mpo (0) OK","GBIF"
