"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"USP","SPF","221421","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"916",NA,"Loeuille, B",2015,7,19,"Brazil","Minas Gerais","Chapada Gaúcha","Parque Nacional Grande Sertão Veredas, Caminho para encontro dos rios.",-45.722306,-15.137806,"Arvoreta até 4 m. Flores roxas.; Campo cerrado perto de uma vereda.","BRA:USP:SPF:0000221421","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"2",NA,"USP","SPF","221423","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Loeuille, B","2015-01-01T00:00:00.000+0000",NA,"914",NA,"Loeuille, B",2015,7,18,"Brazil","Minas Gerais","Buritis","MG-400.",-46.563056,-15.821667,"Arvoreta até 4 m. Flores roxas.; Cerrado.","BRA:USP:SPF:0000221423","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"3","2017-05-10T11:21:02.000+0000","JBRJ","RB","RB01315392","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","B. Loeuille","2015-01-01T00:00:00.000+0000",NA,"914",NA,"B. Loueille; M.T.C. Watanabe; C.M. Siniscalchi",2015,7,18,"Brazil","Minas Gerais","Buritis","MG-400",-46.563056,-15.821667,NA,"urn:catalog:JBRJ:RB:1315392","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"4","2017-10-19T01:06:34.000+0000","JBRJ","RB","RB01073768","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","B. Loeuille","2013-01-01T00:00:00.000+0000",NA,"840",NA,"B. Loeuille et. al.;",2013,7,20,"Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros; Estrada GO-118, ca 22 km de Alto Paraiso de Goiás; Reserva particular do Patrimonia Natural Cara Preta.",-47.516667,-14,"Arvoreta ate 3 m alt.; flores roxas","urn:catalog:JBRJ:RB:1073768","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"5",NA,"USP","SPF","216015","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Loeuille, B","2013-01-01T00:00:00.000+0000",NA,"850",NA,"Loeuille, B",2013,7,24,"Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Estrada GO 118, ca. 22 km de Alto Paraíso de Goiás. Reserva Particular do Patrimônio Natural Cara Preta.",-47.523875,-14.008483,"Arvoreta até 2,5 m. Flores roxas.; Cerrado.","BRA:USP:SPF:0000216015","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"6",NA,"USP","SPF","216007","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Loeuille, B","2013-01-01T00:00:00.000+0000",NA,"840",NA,"Loeuille, B",2013,7,20,"Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, Estrada GO 118, ca. 22 km de Alto Paraíso de Goiás. Reserva Particular do Patrimônio Natural Cara Preta.",-47.523875,-14.008483,"Arvoreta até 3 m. Flores roxas.; Cerrado rupestre.","BRA:USP:SPF:0000216007","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"7",NA,"MBM","MBM","406812","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Roher, D","2016-11-16T00:00:00.000+0000",NA,"104",NA,"Roher, D; Mews, C; Felitto, G; Larocca, P",2013,8,2,"Brazil","Bahia","Barreiras","EIA LT Barreiras II - Pirapora 2",0,0,NA,"BRA:MBM:MBM:0000406812","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"8",NA,"USP","SPF","207749","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","Loeuille, B","2014-01-01T00:00:00.000+0000",NA,"6440",NA,"Pirani, JR; Mello-Silva, R; Devecchi, MF; Alves, GGN",2013,9,4,"Brazil","Goiás","Alto Paraíso de Goiás","Jardim da Maytrea (nome místico do buriti). Rodovia Alto Paraíso de Goiás - Niquelândia (GO 239), 25 km do trevo sul de Alto Paraíso de Goiás em direção a São Jorge.",-47.687333,-14.130639,"Arbusto 2,5 m alt., heliófilo, em afloramento rochoso. Folhas discolores. Brácteas involucrais creme-esverdeadas. Flores lilases. Frutos com papus alvo-cinéreo.; Campo brejoso junto à cerca do Parque Nacional da Chapada dos Veadeiros","BRA:USP:SPF:0000207749","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"9","2017-10-14T10:28:37.000+0000","JBRJ","RB","RB00980806","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher","B. Loeuille","2014-01-01T00:00:00.000+0000",NA,"6440",NA,"J.R. Pirani; R. Mello-Silva; M.F. Devecchi; G.N. Alves",2013,9,4,"Brazil","Goiás","Alto Paraíso de Goiás","Jardim da Maytrea (nome místico do buriti). Rodovia Alto Paraíso de Goiás - Niquelândia (GO 239), 25km do trevo sul de Alto Paraíso de Goiás em direção a São Jorge.",-47.687222,-14.130556,"Arbusto 2,5m alt., heliófilo, em afloramento rochoso. Folhas discolores. Brácteas involucrais creme-esverdeadas. Flores lilases. frutos com papus alvo-cinéreo","urn:catalog:JBRJ:RB:980806","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
"10",NA,"US","Botany","3697945","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher","Asteraceae","Eremanthus","uniflorus","N.F.F.MacLeish & H.Schumacher",NA,NA,NA,"6440",NA,"J. R. Pirani, R. Mello-Silva, M. Devecchi & G. Alves",2013,9,4,"Brazil","Goiás",NA,"Alto Paraiso de Goias: Jardim da Maytrea. Rodovia Alto Paraiso de Goias- Niguelandia (GO 239), 25 km do trevo sul de Alto Paraiso de Goias em direcao s Sao Jorge.",-47.6873,-14.1306,NA,"http://n2t.net/ark:/65665/356a9452a-79b9-4dd9-9bbd-6ae629615a15","Eremanthus uniflorus N.F.F.MacLeish & H.Schumacher"
