"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1",NA,"UNIVASF","HVASF","3510","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","Marcondes Oliveira","2008-09-12T00:00:00.000+0000",NA,"3594",NA,"Marcondes Oliveira",2008,9,12,"Brazil","Pernambuco","Saloá","Fazenda São José, Propriedade do Sr. José Roberto Godoy. Brejo de Altitude.",-36.738761,-8.990992,"árvore ± 10m alt. Frutos imaturos acastanhados. Ocasional. mangue","BRA:UNIVASF:HVASF:0000003510",NA,"Vochysia oblongifolia Warm.",NA,NA
"2",NA,"UNICAMP","UEC","147809","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.",NA,NA,NA,"1199",NA,"Oliveira, M.; Grillo, A.A.",2003,1,NA,"Brazil","Alagoas","Ibateguara","Grota do Varjão",0,0,"Arvoreta mais ou menos 25m alt.; flores amarelas. Frequente.","BRA:UNICAMP:UEC:0000147809",NA,"Vochysia oblongifolia Warm.",NA,NA
"3",NA,"IPA","IPA","84539","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.",NA,NA,NA,"1157",NA,"Oliveira, M.; Grillo, A.A.; Grillo, A.A.",2002,10,16,"Brazil","Alagoas","Ibateguara","Usina Serra Grande, Coímbra.",0,0,"Árvore ca. 30m de altura. Flores amarelas, frutos maturos verdes. Sementes aladas. Frequente.","BRA:IPA:IPA:0000084539",NA,"Vochysia oblongifolia Warm.",NA,NA
"4",NA,"IMA","MAC","23812","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.",NA,NA,NA,"1157",NA,"M.Oliveira; A.A.Grillo",2002,10,16,"Brazil","Alagoas","Ibateguara","Coimbra.",0,0,"Árvore ca. 30 m de altura. Flores amarelas. Frutos maduros verdes.; Mata Atlântica.","BRA:IMA:MAC:0000023812",NA,"Vochysia oblongifolia Warm.",NA,NA
"5",NA,"UNICAP","HUCPE","1245","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.",NA,NA,NA,"1157",NA,"Oliveira, M.; Arthur Galileu; Arthur Galileu",2002,10,16,"Brazil","Alagoas","Ibateguara","Usina Serra Grande - Coimbra.",-35.937693,-8.979501,"Frutos maturos verdes; Sementes aladas. Frequente.","BRA:UNICAP:HUCPE:0000001245",NA,"Vochysia oblongifolia Warm.",NA,NA
"6",NA,"UFPE","UFP","36109","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.",NA,NA,NA,"1157",NA,"Oliveira, M.",2002,10,16,"Brazil","Alagoas","Ibateguara","Coimbra-Vegetação arbustivo-arbórea densa. Borda da mata.",0,0,"Árvore frequente.&nf;P14 B10 nº 37 DESC:Árvore com aproximadamente 15m de altura. Frutos verdes.;","BRA:UFPE:UFP:0000036109",NA,"Vochysia oblongifolia Warm.",NA,NA
"7",NA,"UFPB","JPB","22989","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","Vianna, MC","2001-11-01T00:00:00.000+0000",NA,"61",NA,"Tavares, S; Lima, D; Maciel, M; Alves, M",1997,12,11,"Brazil","Pernambuco","Ipojuca","Engenho de Pindeirama, à direita na PE-60, após a entrada para o Porto de Suape, nas proximidades do sangradouro auxiliar-sul da Represa de Biri.",0,0,"""cedro-d'água"", árvore com cerca de 20,0m de alt., flores amarelas, calcaradas, ocasional, elevado potencial ornamental.; Mata Atlântica. ; HA","BRA:UFPB:JPB:0000022989",NA,"Vochysia oblongifolia Warm.",NA,NA
"8",NA,"NY","NY","777913","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","F. FranÃ§a","1997-01-01T00:00:00.000+0000",NA,"2724",NA,"W. Ganev",1993,12,30,"Brazil","Bahia",NA,"Campos do Virasaia",-41.83,-13.35,NA,"d8d300d4-1406-4d49-9f07-4b2c8fb725bc",NA,"Vochysia oblongifolia Warm.",NA,NA
"9",NA,"USP","SPF","111738","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","França, F","1998-01-01T00:00:00.000+0000",NA,"2724",NA,"Ganev, W",1993,12,30,"Brazil","Bahia","Abaíra",NA,-41.833333,-13.35,NA,"BRA:USP:SPF:0000111738",NA,"Vochysia oblongifolia Warm.",NA,NA
"10","2015-01-06T00:00:00.000+0000","K","Herbarium","K001108318","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","França, F.",NA,NA,"2724",NA,"Ganev, W.",1993,12,30,"Brazil",NA,"Abaíra","Campos do Virasaia.",-41.83,-13.35,NA,"http://specimens.kew.org/herbarium/K001108318",NA,"Vochysia oblongifolia Warm.",NA,NA
"11","2017-10-19T06:12:29.000+0000","JBRJ","RB","RB00459534","Vochysia oblongifolia Warm.","aff.","Vochysiaceae","Vochysia","oblongifolia","Warm.","G.H. Shimizu",NA,NA,"15942",NA,"R.M. Harley",1974,2,4,"Brazil",NA,"Indeterminado","By Rio Cumbuca ca. 3 km S of Mucugé, near site of small dam on road to Cascavel.",-41.35,-13.016667,"Shrub to 3 m. Leaves yellow-green coriaceous. Flowers deep yellow.","urn:catalog:JBRJ:RB:459534",NA,"Vochysia oblongifolia Warm.",NA,NA
"12","2013-08-23T04:12:00.000+0000","MO","MO","2909381","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","M.C. Viana, 02-","1972-01-01T00:00:00.000+0000",NA,"Sucre 8288",NA,"Dimitri Sucre",1972,NA,NA,"Brazil","Espírito Santo",NA,"Estrada X-1, Reserva de Linhares; Docemade.",NA,NA,NA,"urn:catalog:MO:Tropicos:2909381","http://www.tropicos.org/Specimen/2909381","Vochysia oblongifolia Warm.",NA,NA
"13","2014-08-23T05:35:00.000+0000","MO","MO","2909465","Vochysia oblongifolia Warm.",NA,"Vochysiaceae","Vochysia","oblongifolia","Warm.","M.L. Kawasaki (NY)","1990-01-01T00:00:00.000+0000",NA,"Irwin 24324",NA,"Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca",1969,3,14,"Brazil",NA,NA,"Slopes. Sandy campo and rocky slopes with crystalline outcrop. ca. 35km north of Veadeiros.",NA,NA,NA,"urn:catalog:MO:Tropicos:2909465","http://www.tropicos.org/Specimen/2909465","Vochysia oblongifolia Warm.",NA,NA
