"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"US","Botany","3395991","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti",NA,NA,NA,"1289",NA,"I. L. Amaral, M. Silva, O. P. Monteiro & J. Lima",1983,5,18,"Brazil","Pará",NA,"Estrada Santarém-Cuiabá, BR 163, Km 1208, Serra Mazi, sul do Pará",-55.67,-5.92,NA,"http://n2t.net/ark:/65665/344c6935c-37ae-4e6c-95a3-c4d28c03dc63",NA,"Ruizterania clavata (Stafleu) Marcano-Berti"
"2",NA,"NY","NY","02361031","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti",NA,NA,NA,"1289",NA,"I. L. do Amaral",1983,5,18,"Brazil","ParÃ¡",NA,"Estrada SantarÃ©m-CuiabÃ¡, BR 163, km 1208, Serra Mazi, sul do ParÃ¡",-55.666667,-5.916667,NA,"142725b5-9f70-4eff-b7fe-ed3427d90b73",NA,"Ruizterania clavata (Stafleu) Marcano-Berti"
"3","2014-04-08T05:36:00.000+0000","MO","MO","2906471","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti","M.L. Kawasaki","1990-01-01T00:00:00.000+0000",NA,"Amaral 1289",NA,"Ieda L. do Amaral|M.N. Silva|O.P. Monteiro|J. Lima|Lois Brako|William D. Reese|M. Dibben",1983,5,18,"Brazil","Pará",NA,"Município de Itaituba, estrada Santarèm-Cuiabá, BR 163, km 1208, Serra Mazi, sul do Pará. Mata alta de terra firme, solo argilo-pedregoso.",-55.66666,-5.91666,NA,"urn:catalog:MO:Tropicos:2906471","http://www.tropicos.org/Specimen/2906471","Ruizterania clavata (Stafleu) Marcano-Berti"
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","65031","Qualea clavata Stafleu","Vochysiaceae","Qualea","clavata","Stafleu",NA,NA,NA,"777",NA,"Mike Hopkins",1977,2,NA,"Brazil","Mato Grosso",NA,"Inventário Florestal Q-1-57-1",NA,NA,NA,"urn:catalog:inpa:herbarium:62274",NA,"Qualea clavata Stafleu"
"5","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","20742","Qualea clavata Stafleu","Vochysiaceae","Qualea","clavata","Stafleu","""Coêlho, L.F.; Silva, M.F. da""","1980-11-01T00:00:00.000+0000",NA,"INPA20742",NA,"Mike Hopkins",1967,8,NA,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, picada A do levantamento feito pelo Dr. Vivaldo",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:27159",NA,"Qualea clavata Stafleu"
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","16183","Qualea clavata Stafleu","Vochysiaceae","Qualea","clavata","Stafleu","""Coêlho, L.F.; Silva, M.F. da""","1980-11-01T00:00:00.000+0000",NA,"INPA16183",NA,"Mike Hopkins",1965,10,NA,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, picada 3, 2740",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:87025",NA,"Qualea clavata Stafleu"
"7","2015-01-06T00:00:00.000+0000","K","Herbarium","K001076998","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti","Marcano-Berti, L.",NA,NA,"1061",NA,"Ducke, A.",1942,10,16,"Brazil",NA,"São Paulo de Olivença",".",NA,NA,"Plantas da Amazonia","http://specimens.kew.org/herbarium/K001076998",NA,"Ruizterania clavata (Stafleu) Marcano-Berti"
"8",NA,"US","Botany","2608090","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti",NA,NA,NA,"1061",NA,"A. Ducke",1942,10,16,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3ebbbda3a-9802-4025-a188-0a14ddc4e3f8",NA,"Ruizterania clavata (Stafleu) Marcano-Berti"
"9",NA,"US","Botany","1832346","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti",NA,NA,NA,"1061",NA,"A. Ducke",1942,10,16,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/39f32f2f7-6ec9-421c-91d8-5fdeb87fb7a1",NA,"Ruizterania clavata (Stafleu) Marcano-Berti"
"10","2010-12-22T13:53:00.000+0000","MO","MO","100331919","Ruizterania clavata (Stafleu) Marcano-Berti","Vochysiaceae","Qualea","clavata","(Stafleu) Marcano-Berti","L. Marcano","1988-01-01T00:00:00.000+0000",NA,"Ducke 1161",NA,"A. Ducke",1942,10,16,"Brazil","Amazonas",NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:100331919","http://www.tropicos.org/Specimen/100331919","Ruizterania clavata (Stafleu) Marcano-Berti"
