"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16653","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Vicentini, A.","2017-11-11T00:00:00.000+0000",NA,"15","Antonio, A da S; Mello, A.T.",2017,5,25,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.790583,-2.447611,"DAP 254 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016653",NA,"Ocotea nigrescens Vicentini"
"2",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16643","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Silva, J.B.D.","2017-10-27T00:00:00.000+0000",NA,"5","Antonio, A da S; Mello, A.T.",2017,5,24,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.790361,-2.450722,"DAP 208 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016643",NA,"Ocotea nigrescens Vicentini"
"3",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16651","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Silva, J.B.D.","2017-10-28T00:00:00.000+0000",NA,"13","Antonio, A da S; Mello, A.T.",2017,5,25,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.790472,-2.447667,"DAP 20 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016651",NA,"Ocotea nigrescens Vicentini"
"4",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16648","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Silva, J.B.D.","2017-10-28T00:00:00.000+0000",NA,"10","Antonio, A da S; Mello, A.T.",2017,5,25,"Brazil","Amazonas","Manaus","ARIE-PDBFF Estrada ZF-3 Sítio amostral Km 37 Parce",-59.789944,-2.448361,"DAP 20 mm; Terra Firme ; HA","BRA:IFAM - CMZL:EAFM:0000016648",NA,"Ocotea nigrescens Vicentini"
"5",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","14472","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Marra, D.M.","2015-08-01T00:00:00.000+0000",NA,"89","Marra, D.M.; Neves, A.F.",2015,8,1,"Brazil","Amazonas","Manaus","Estação Experimental de Silvicultura Tropical (EES, Floresta de terra-firme (ca. 250 hectares) atingida por uma tempestade de vento ocorrida no ano de 2005; lado esquerdo do ramal, transecto médio",-60.407633,-2.969942,"árvore; DAP = 12.5 cm; Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 250 hectares) atingida por uma tempestade de vento ocorrida no ano de 2005 ; HA","BRA:IFAM - CMZL:EAFM:0000014472",NA,"Ocotea nigrescens Vicentini"
"6",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","16177","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Ramos, J.; Alves, R.P.; Levis, C.","2017-02-01T00:00:00.000+0000",NA,"126","Alves, R.P.; Levis, C.; Ferreira, M.J. & Brasil, I.",2015,11,4,"Brazil","Pará","Belterra","FLONA Tapajós, Serra do Jamaraquá",-55.011731,-3.389739,"raiz digitada; fuste casca verde, manchada; corte amarelo; Floresta de mata alta ; HA","BRA:IFAM - CMZL:EAFM:0000016177",NA,"Ocotea nigrescens Vicentini"
"7",NA,"UNEMAT","HERBAM","7742","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Piva, JH","2012-02-22T00:00:00.000+0000",NA,"Preto 1105344","Soares, CRA; Matos, DL; Santos, ML; Zanin, HRW; Gusmão, E",2012,2,22,"Brazil","Pará","Jacareacanga","Terra Firme.",-56.774722,-9.345833,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007742",NA,"Ocotea nigrescens Vicentini"
"8",NA,"UNEMAT","HERBAM","7890","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Silva, DR","2012-03-20T00:00:00.000+0000",NA,"Azul 1635492","Soares, CRA; Damasceno, ASV; Brito, POS; Moura, VA",2012,3,13,"Brazil","Pará","Jacareacanga","Terra Firme.",-56.774444,-9.331389,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007890",NA,"Ocotea nigrescens Vicentini"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","245238","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Simon, M.F.","2011-03-01T00:00:00.000+0000",NA,"1186","Mike Hopkins",2011,3,25,"Brazil","Rondônia",NA,"UHE Jirau, Ao longo da BR - 364, 8 km a oeste de Jaci Paraná. Ramal em direção à linha de transmissão, 500m ao sul, fazenda Carvalho.",-64.48,-9.274167,NA,"urn:catalog:inpa:herbarium:227928",NA,"Ocotea nigrescens Vicentini"
"10",NA,"UEFS","HUEFS","198007","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini",NA,NA,NA,"1186","Simon, M.F.",2011,3,25,"Brazil","Rondônia","Porto Velho","Ao longo da BR - 364, 8 km a oeste de Jaci Paraná. Ramal em direção á linha de transmição, 500m ao sul, fazenda Carvalho.",-64.479722,-9.274167,"Floresta Ombrófila Aberta de terra firme.","BRA:UEFS:HUEFS:0000198007",NA,"Ocotea nigrescens Vicentini"
"11",NA,"UNEMAT","HERBAM","5182","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini","Piva, JH","2011-04-02T00:00:00.000+0000",NA,"3248","Soares, CRA; Piva, JH; Melo, JAM; Mascarello, A; Silva, DR",2011,4,2,"Brazil","Mato Grosso","Colíder","Canteiro de obras da UHE Colíder, Mata alagável.",-55.7825,-10.973889,"Programa de resgate da flora no canteiro de obras da UHE Colíder, MT.","BRA:UNEMAT:HERBAM:0000005182",NA,"Ocotea nigrescens Vicentini"
"12",NA,"UEFS","HUEFS","200612","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini",NA,NA,NA,"15904","Pereira-Silva, G.",2011,4,4,"Brazil","Rondônia","Porto Velho","Ramal de FURNAS.",-64.691667,-9.338056,"Floresta Ombrófila.","BRA:UEFS:HUEFS:0000200612",NA,"Ocotea nigrescens Vicentini"
"13","2017-10-18T23:21:01.000+0000","JBRJ","RB","RB00825354","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini",NA,NA,NA,"15904","G. Pereira-Silva; et al.",2011,4,4,"Brazil","Rondônia","Porto Velho","Ramal de FURNAS.",-64.691667,-9.338055,"Árvore com ca. 7 m de altura. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:825354",NA,"Ocotea nigrescens Vicentini"
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","250952","Ocotea nigrescens Vicentini",NA,"Lauraceae","Ocotea","nigrescens","Vicentini",NA,NA,NA,"15904","Mike Hopkins",2011,4,4,"Brazil","Rondônia",NA,"Ramal de FURNAS.",-64.69,-9.338056,NA,"urn:catalog:inpa:herbarium:232137",NA,"Ocotea nigrescens Vicentini"
