"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","55249","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Funez, L.A.","2017-10-18T00:00:00.000+0000",NA,"6624",NA,"Funez, L.A.",2017,10,6,"Brazil","Santa Catarina","Apiúna","Morro Dom Bosco.",-49.366111,-27.050556,"Flores brancas","BRA:FURB:FURB:0000055249",NA,"Pausandra morisiana Radlk."
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","56202","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Kassner-Filho, A.","2017-11-23T00:00:00.000+0000",NA,"1556",NA,"Kassner-Filho, A.",2017,11,23,"Brazil","Santa Catarina","Guaramirim","Jaqua-açu.",-49.041667,-26.533611,"flor creme","BRA:FURB:FURB:0000056202",NA,"Pausandra morisiana Radlk."
"3",NA,"UFRGS","ICN","197229","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Külkamp",NA,NA,"431",NA,"Külkamp",2017,11,22,"Brazil","Rs","Dom Pedro de Alcântara","Mata do Prof. Batista.",-49.837222,-29.383889,"Arvoreta 5 metros, frutos verdes; Interior da mata","BRA:UFRGS:ICN:0000197229",NA,"Pausandra morisiana Radlk."
"4",NA,"Universidade Regional de Blumenau, FURB","FURB","56031","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Kassner-Filho, A.","2017-11-17T00:00:00.000+0000",NA,"1453",NA,"Kassner-Filho, A.",2017,11,17,"Brazil","Santa Catarina","Paulo Lopes",NA,-48.78,-27.99,"flor branca","BRA:FURB:FURB:0000056031",NA,"Pausandra morisiana Radlk."
"5","2018-07-05T10:50:51.000+0000","JBRJ","RB","RB01394450","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","A. Kassner-Filho","2017-11-17T00:00:00.000+0000",NA,"1453",NA,"A. Kassner-Filho; D. Santos; G. Bollmann; D. A. Silva",2017,11,17,"Brazil","Santa Catarina","Paulo Lopes",NA,-48.78,-27.99,"Flor branca  IFFSC - 2/199/coleta extra/arvoreta","urn:catalog:JBRJ:RB:1394450",NA,"Pausandra morisiana Radlk."
"6",NA,"UFPR","UPCB","92093","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Völtz, R.R.","2017-12-01T00:00:00.000+0000",NA,"1468",NA,"Völtz, R.R. | Lozano, E. | Canestraro, B.K.",2017,12,11,"Brazil","Paraná","Morretes","PARNA Saint-Hilaire/Lange",-48.713333,-25.595556,"Floresta Ombófila Densa Submontana de topo de morro.. Arvoreta 6m alt; látex avermelhado no tronco e ramos; frutos verdes.","BRA:UFPR:UPCB:0000092093",NA,"Pausandra morisiana Radlk."
"7",NA,"Universidade Federal do Paraná, UFPR","EFC","15126","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Völtz, R.R.","2016-07-10T00:00:00.000+0000",NA,"918",NA,"Völtz, R.R.; Brotto, M.L.",2016,7,10,"Brazil","Paraná","Paranaguá","PARNA Saint-Hilaire/Lange",-48.6684,-25.5838,"Árvore 7 m alt.; látex avermelhado; botão floral verde; sub-bosque de Floresta Ombrófila Densa Submontana __COMMOM_NAME__: Almécega-vermelha","BRA:UFPR:EFC:0000015126",NA,"Pausandra morisiana Radlk."
"8",NA,"UFPR","UPCB","87388","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Völtz, R.R.","2016-07-10T00:00:00.000+0000",NA,"918",NA,"Völtz, R.R. et al.",2016,7,10,"Brazil","Paraná","Paranaguá","PARNA Saint-Hilaire/Lange",NA,NA,"Árvore 7 m alt.; látex avermelhado; botão floral verde; sub-bosque de Floresta Ombrófila Densa Submontana..","BRA:UFPR:UPCB:0000087388",NA,"Pausandra morisiana Radlk."
"9","2017-10-15T11:54:39.000+0000","JBRJ","RB","RB01176885","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","L. J. S. Pinto & E. F. Guimarães",NA,NA,"931",NA,"C. Baez; Thalis Lima, Patrícia da Rosa, Daniel Maurenza e João Marins",2016,8,27,"Brazil","Rio de Janeiro","Campos dos Goytacazes","Trilha para o Pico da Aleluia. Mata de Galeria no Riacho da Aleluia. Parque Estadual do Desengano",-41.617222,-21.784167,"Terrícola, semi-heliófila. Folhas glabras discolores. Inflorescência em botão amarelada.","urn:catalog:JBRJ:RB:1176885",NA,"Pausandra morisiana Radlk."
"10",NA,"Universidade Federal do Paraná, UFPR","EFC","15326","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Völtz, R.R.","2016-10-31T00:00:00.000+0000",NA,"1121",NA,"Völtz, R.R.; Moraes, D.",2016,10,31,"Brazil","Paraná","Antonina","Reserva SPVS, Fazenda Guaricica",-48.6478,-25.281,"Árvore 10 m alt; flores alvacentas; interior da Floresta Ombrófila Densa Submontana","BRA:UFPR:EFC:0000015326",NA,"Pausandra morisiana Radlk."
"11",NA,"Universidade Regional de Blumenau, FURB","FURB","45809","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","Oliveira, AA de","2015-02-10T00:00:00.000+0000",NA,"1163",NA,"Oliveira, A.A. de",2015,2,10,"Brazil","Santa Catarina","Navegantes","Leiteiro.",-48.778611,-26.8225,"Regeneração IFFSC 753 /L/63","BRA:FURB:FURB:0000045809",NA,"Pausandra morisiana Radlk."
"12",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","59034","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","P. Fiaschi","2015-10-01T00:00:00.000+0000",NA,"4537",NA,"Fiaschi, P.",2015,10,23,"Brazil","Paraná","Paranaguá","Parque Nacional St.-Hilaire/Lange, Mata Atlântica Park Hotel. Trilha do Salto da Onça. Rio das Pombas.",-48.593611,-25.672222,"Arvoreta ca. 5 m alt. flores com cálice creme-esverdeado, corola e estames creme","BRA:UFSC:FLOR:0000059034",NA,"Pausandra morisiana Radlk."
"13","2017-10-18T13:07:26.000+0000","JBRJ","RB","RB00863582","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.","G. R. Souza",NA,NA,"106",NA,"Mendonça, C. R.",2014,4,22,"Brazil","Rio de Janeiro","Santa Maria Madalena","Conglomerado 45-4-2-11. UTM E(196349m) N(7568687m) Fuso do GPS (24K).",NA,NA,"Árvore, com estrutura no fuste, base reta, casca interna vermelha, externa escurecida, fina, rugosa. Com resina, vermelha com pouca abundância, viscosa.  Com flor.","urn:catalog:JBRJ:RB:863582",NA,"Pausandra morisiana Radlk."
"14",NA,"UFES","VIES","25358","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"287",NA,"Freitas, J.; Ribeiro, M.; Silva, L.A.",2014,11,11,"Brazil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande.",-39.781389,-18.268889,"Arbusto 2,5m. Infrutescência recoberta de tricomas esbranquiçados. Frutos verdes. Exsudado transparente.","BRA:UFES:VIES:0000025358",NA,"Pausandra morisiana Radlk."
"15",NA,"UFRB","HURB","14277","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"1432",NA,"Victor Jr., V.",2013,1,13,"Brazil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi",NA,NA,NA,"BRA:UFRB:HURB:0000014277",NA,"Pausandra morisiana Radlk."
