"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1","","","HURB","17359","Manihot carthagenensis (Jacq.) Müll.Arg.","","Euphorbiaceae","Manihot","carthagenensis","","(Jacq.) Müll.Arg.","","","","","","Silva, S.B.","2018","1","22","brazil","Bahia","Jussara","","-41.860908","-10.963638","Flores: amarela; Hábito: arbusto","Manihot carthagenensis (Jacq.) Müll.Arg.","","centroide mpo","GBIF"
"2","","","HURB","21480","Manihot carthagenensis (Jacq.) Müll.Arg.","","Euphorbiaceae","Manihot","carthagenensis","","(Jacq.) Müll.Arg.","","","","12","","Oliveira, I.S.; Lima, J.dos S.","2018","1","11","brazil","Bahia","Nova Fátima","Comunidade de Araçazinho; Morro da Fazenda de Edgar","-39.639054","-11.618269","","Manihot carthagenensis (Jacq.) Müll.Arg.","","centroide mpo","GBIF"
"3","","","ASE","40387","Manihot glaziovii Müll.Arg.","","Euphorbiaceae","Manihot","glaziovii","","Müll.Arg.","Fernandes, JV","2018-07-15","","2","","Fernandes, JV","2018","6","15","brazil","Sergipe","Porto da Folha","","-37.1641","-9.5502","Arbusto com flor amarela e fruto verde.","Manihot glaziovii Müll.Arg.","","original coordinates","GBIF"
"4","","","EAC","60510","Manihot carthagenensis (Jacq.) Müll.Arg.","","Euphorbiaceae","Manihot","carthagenensis","","(Jacq.) Müll.Arg.","Lima-Verde, L.W.","2017-03-30","","46","","Meneses, H.M.","2017","1","13","brazil","Ceará","Crateús","Santana.","-40.850278","-5.384972","Meliponicultura: reintrodução de abelhas nativas sem ferrão em área de recuperação ambiental da Reserva Natural Serra das Almas.; Arbórea, flor verde/branca.","Manihot carthagenensis (Jacq.) Müll.Arg.","","original coordinates","GBIF"
"5","","","MFS","006809","Manihot glaziovii Müll.Arg.","","Euphorbiaceae","Manihot","glaziovii","","Müll.Arg.","Silva, CAS da","","","110","","Silva, GC","2017","3","23","brazil","Pará","Altamira","Quintal do Francisco, No reassentamento urbano coletivo Água azul","-52.504444","-3.706444","Arbusto com aproximadamente 1,20 m de altura, caule e pecíolo com cor roxeada, presença de botões florais com cores roxas e verdes","Manihot glaziovii Müll.Arg.","","original coordinates","GBIF"
"6","","","MFS","006795","Manihot glaziovii Müll.Arg.","","Euphorbiaceae","Manihot","glaziovii","","Müll.Arg.","Silva, CAS da","","","105","","Silva, GC","2017","3","12","brazil","Pará","Altamira","Sítio São João Batista, roça da Raimunda Gomes, Região ribeirinha - Furo do Trindade","-52.504444","-3.706444","Planta com aproximadamente 1 m de altura. A variedade ""preta"" é identificada pela folha mais escura e haste roxa.","Manihot glaziovii Müll.Arg.","","original coordinates","GBIF"
"7","","","IPA","91874","Manihot carthagenensis subsp. glaziovii (Müll.Arg.) Allem","","Euphorbiaceae","Manihot","carthagenensis","","subsp. glaziovii (Müll.Arg.) Allem","Oliveira, M.A.","2017-09-29","","82","","Sousa, M.A.C.","2017","4","7","brazil","Pernambuco","Pesqueira","Conglomerado do Inventário Florestal Nacional.&nf; PE_120, 3-6-1","-36.900278","-8.280278","","Manihot carthagenensis subsp. glaziovii (Müll.Arg.) Allem","","original coordinates","GBIF"
"8","","","HST","21946","Manihot carthagenensis (Jacq.) Müll.Arg.","","Euphorbiaceae","Manihot","carthagenensis","","(Jacq.) Müll.Arg.","","","","44","","J.E.L. Torres; W.B.Santos (Parcela B27 ind. 813)","2017","4","18","brazil","Pernambuco","Araripina","próximo a vaquejada","-40.493506","-7.614237","Arbusto ca. 5 m alt. e 12 m CAP; frutos imaturos verdes; presença de látex.","Manihot carthagenensis (Jacq.) Müll.Arg.","","centroide mpo","GBIF"
"9","","","HUEFS","233831","Manihot glaziovii Müll.Arg.","","Euphorbiaceae","Manihot","glaziovii","","Müll.Arg.","","","","2070","","Roque, A.A.","2017","4","14","brazil","Rio Grande do Norte","Jucurutu","Alagadiço às margens da RN 118.","-37.056944","-6.080278","","Manihot glaziovii Müll.Arg.","","original coordinates","GBIF"
"10","","","ALCB","128413","Manihot carthaginensis subsp. glaziovii (Müll.Arg.) Allem","","Euphorbiaceae","Manihot","carthaginensis","","subsp. glaziovii (Müll.Arg.) Allem","Guedes, ML","2017-07-01","","25652","","Guedes, ML; Xavier, BIA; Amaral, ECA do; Santos, JJ dos; et al.","2017","6","16","brazil","Bahia","Wagner","Chapada Diamantina, Mata do CETEP.","-41.166667","-12.683333","Folhas lobadas, discolores, face abaxial cinérea. Inflorescência com flores em botões.","Manihot carthaginensis subsp. glaziovii (Müll.Arg.) Allem","","original coordinates","GBIF"
