"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"11",NA,"UNICAMP","UEC","160401","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Goldenberg, R.","2013-01-01T00:00:00.000+0000",NA,"619","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.",2011,1,5,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.945278,-23.330333,"Material vegetativo. Cerca de 6 m de altura e 4 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","BRA:UNICAMP:UEC:0000160401","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"12",NA,"UNICAMP","UEC","189457","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Caddah, M.K.","2011-11-01T00:00:00.000+0000",NA,"901","Caddah, M.K.; Pereira, E.C.; et al.",2011,11,20,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.045556,-23.195833,"Árvore ca. 8m. Flores com pétalas e estames brancos. Frutos imaturos verdes","BRA:UNICAMP:UEC:0000189457","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"13","2017-10-15T13:05:27.000+0000","JBRJ","RB","RB01331722","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah",NA,"ISOTYPE","901","M.K. Caddah; L.S. Pereira; G. Lunhani",2011,11,20,"Brazil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar",-45.045555,-23.196111,"Árvore ca. 8 m de altura. Flores com pétalas e estames brancos. Frutos imaturos verdes","urn:catalog:JBRJ:RB:1331722","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"14",NA,"NY","NY","02361533","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,"2013-01-01T00:00:00.000+0000","ISOTYPE","901","M. K. Caddah",2011,11,20,"Brazil","SÃ£o Paulo",NA,"Parque Estadual da Serra do Mar",-45.0456,-23.1961,NA,"4f743051-5b33-4503-90ef-8b166c0ef095","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"15",NA,"UFPR","UPCB","81049","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Caddah, M.K.","2011-11-01T00:00:00.000+0000","HOLOTYPE","901","Caddah, M.K.",2011,11,20,"Brazil","São Paulo","São Luiz do Paraitinga","956m. Parque Estadual da Serra do Mar",-45.046,-23.196,"Árvore ca. 8m. Flores com pétalas e estames brancos. Frutos imaturos verdes..","BRA:UFPR:UPCB:0000081049","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"16",NA,"UFPR","UPCB","88796","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Goldenberg, R.","2018-01-01T00:00:00.000+0000",NA,"797","Fonseca, R.S. | Simão, M.V.C.R.",2010,10,1,"Brazil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso",NA,NA,"Floresta Estacional Semidecidual; à esquerda da trilha da pesquisa, área sombreada no interior do brejo; arvoreta +/- 5m..","BRA:UFPR:UPCB:0000088796","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"17",NA,"UNICAMP","UEC","200225","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,NA,NA,"M447","Padgurschi, M.C.G.; Belinello, R.",2009,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.183333,-23.4,"Parcela M - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=1","BRA:UNICAMP:UEC:0000200225","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"18","2017-10-18T10:14:02.000+0000","JBRJ","RB","RB00522030","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","10655","L. Kollmann; C.N. Fraga, R.C. Forzza, P.H. Labiak, A.M. Amorim & J.L. Paixão",2008,2,16,"Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Floresta na beira da estrada para a localidade de Alegre. . Reserva Biológica de Duas Bocas",-40.481944,-20.3025,"Arvore 7m, frutos verdes. Material prensado em álcool.","urn:catalog:JBRJ:RB:522030","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"19",NA,"MBML","MBML-HERBARIO","33661","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","10655","L. Kollmann; et al",2008,2,16,"Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas",-40.481944,-20.3025,"Arvore 7m, frutos verdes. Material prensado em álcool.","BRA:MBML:MBML-HERBARIO:0000033661","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"20","2017-10-18T14:52:39.000+0000","JBRJ","RB","RB00529138","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","1097","R.Goldenberg; C.N. Fraga, M.M. Saavedra",2008,5,5,"Brazil","Espírito Santo","Cariacica","Localidade de Alegre, trilha do Pau Oco. . Reserva Biológica de Duas Bocas",-40.525,-20.276111,"Árvore 6m. Frutos imaturos verdes","urn:catalog:JBRJ:RB:529138","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"21",NA,"MBML","MBML-HERBARIO","34980","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","R. Goldenberg/2015",NA,"PARATYPE","1097","R. Goldenberg; et al",2008,5,5,"Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas",-40.525,-20.276111,NA,"BRA:MBML:MBML-HERBARIO:0000034980","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"22",NA,"Instituto de Botânica, IBT","SP","411838","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Goldenberg, R","2014-08-04T00:00:00.000+0000",NA,"13","Medeiros, MCMP",2008,6,13,"Brazil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Microbacia do Córrego Casa de Pedra",0,0,NA,"BRA:IBt:SP:0000411838","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"23",NA,"MBML","MBML-HERBARIO","32287","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/2015",NA,NA,"10080","L. Kollmann; A. P. Fontana & Kaio A. Brahim",2007,10,4,"Brazil","Espírito Santo","João Neiva","Alto Bergamo",-40.482167,-19.747722,"Arvoreto 3m. Flores brancas.","BRA:MBML:MBML-HERBARIO:0000032287","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"24","2017-10-19T04:31:56.000+0000","JBRJ","RB","RB00583417","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000",NA,"10080","L. Kollmann; A.P. Fontana & K.A. Brahim",2007,10,4,"Brazil","Espírito Santo","João Neiva","Alto Bergamo.",NA,NA,"Arvoreto 3 m. Flores brancas.","urn:catalog:JBRJ:RB:583417","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"25",NA,"MBML","MBML-HERBARIO","32337","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,NA,"4662","V. Demuner; T. A. Cruz, M.Belizário.",2007,11,30,"Brazil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.",-40.492222,-20.026667,"Arbusto 4m, botões florais e frutos verdes. Interior de mata.","BRA:MBML:MBML-HERBARIO:0000032337","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"26","2014-07-07T19:34:02.000+0000","JBRJ","RB","RB00583422","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000",NA,"4662","V. Demuner; T.A. Cruz & M. Belisário",2007,11,30,"Brazil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lúcia, propr: Cristiano Bremencampi.",-40.492222,-20.026667,"Arbusto 4 m, botões florais e frutos verdes.","urn:catalog:JBRJ:RB:583422","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"27",NA,"UNICAMP","UEC","200497","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,"2008-01-01T00:00:00.000+0000",NA,"N1433","Pereira, L.S.; Belinello, R.; Gomes, J.A.M.A.",2007,12,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",-45.183333,-23.4,"Parcela N - Projeto Biota-FAPESP. Árvore com 4.5 metros de altura. Frequência da espécie na parcela: n=29; Mata Atlântica","BRA:UNICAMP:UEC:0000200497","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"28",NA,"MBML","MBML-HERBARIO","23091","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","R. Goldenberg/2015",NA,"PARATYPE","7263","L. Kollmann; et al",2004,11,28,"Brazil","Espírito Santo","Santa Leopoldina","Timbui Seco",-40.596389,-20.054167,"Arbusto 3m. Flores brancas.","BRA:MBML:MBML-HERBARIO:0000023091","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"29","2014-11-11T16:08:45.000+0000","JBRJ","RB","RB00583418","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","7263","L. Kollmann; R.L. Kollmann e A.P. Fontana",2004,11,28,"Brazil","Espírito Santo","Santa Leopoldina","Timbuí Seco.",NA,NA,"Arbusto 3 m. Flores brancas.","urn:catalog:JBRJ:RB:583418","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"30","2014-11-11T16:20:30.000+0000","JBRJ","RB","RB00519995","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","1770","R. R. Vervloet; E. Bausen & J. Rossini",2003,2,5,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, estrada Marlene .",NA,NA,"Planta de 8 m de alt., flores de cor creme, topo de morro, dossel 15 m","urn:catalog:JBRJ:RB:519995","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"31",NA,"MBML","MBML-HERBARIO","19482","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","1770","R.R. Vervloet; et al",2003,2,5,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Planta de 8m, flores de cor creme, topo de morro, dossel 15m.","BRA:MBML:MBML-HERBARIO:0000019482","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"32",NA,"MBML","MBML-HERBARIO","20091","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","6047","L. Kollmann; et al",2003,3,13,"Brazil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger",-40.780556,-20.067222,"Arvoreto 4m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000020091","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"33","2014-11-11T16:03:43.000+0000","JBRJ","RB","RB00519350","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","6047","L. Kollmann; M. V. S. Berger",2003,3,13,"Brazil","Espírito Santo","Santa Maria de Jetibá","Terreno de Reinaldo Berger.",NA,NA,"Arvoreto 4 m. Frutos verdes","urn:catalog:JBRJ:RB:519350","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"34",NA,"MBML","MBML-HERBARIO","11437","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","524","V. Demuner; et al",2000,1,13,"Brazil","Espírito Santo","Santa Teresa","Mata Fria",-40.7,-19.931111,"Arbusto 3m, frutos jovens de cor verde.","BRA:MBML:MBML-HERBARIO:0000011437","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"35","2014-11-11T15:55:20.000+0000","JBRJ","RB","RB00519977","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","524","V. Demuner ; E. Bausen",2000,1,13,"Brazil","Espírito Santo","Santa Teresa","Mata Fria, Ter. do Clério Loss (lado esquerdo).",NA,NA,"Arbusto 3 m, frutos jovens de cor verde","urn:catalog:JBRJ:RB:519977","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"36","2017-10-06T12:21:55.000+0000","JBRJ","RB","RB00519355","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","2730","L. Kollmann",2000,3,21,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Estação Biológica da Caixa D´água, trilha do Caravágio .",NA,NA,"Planta de 3 m. Frutos verdes, pretos maduros","urn:catalog:JBRJ:RB:519355","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"37",NA,"MBML","MBML-HERBARIO","12236","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","2730","L. Kollmann",2000,3,21,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água",-40.6075,-19.931389,"Planta de 3m. Frutos verdes, pretos maduros.","BRA:MBML:MBML-HERBARIO:0000012236","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"38",NA,"MBML","MBML-HERBARIO","8598","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","1779","L. Kollmann; E. Bausen & W. Pizziolo",1999,2,3,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água",-40.6075,-19.931389,"Arbusto 2m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000008598","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"39",NA,"MBML","MBML-HERBARIO","8757","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","2011","L. Kollmann; E. Bausen & W. Pizziolo",1999,2,23,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Mata de encosta. Arbusto 4m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000008757","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"40","2017-10-06T12:21:52.000+0000","JBRJ","RB","RB00519351","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","2011","L. Kollmann; E. Bausen & W. Pizziolo",1999,2,23,"Brazil","Espírito Santo","Santa Teresa","Valão de São Lourenço, Mata Fria. Terreno de Clerio Loss.",NA,NA,"Arbusto 4 m. Frutos verdes","urn:catalog:JBRJ:RB:519351","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"41","2017-10-06T12:21:54.000+0000","JBRJ","RB","RB00519354","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","1779","L. Kollmann; E. Bausen & W. Pizziolo",1999,2,3,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Reserva Biológica de São Lourenço. Trilha do Caravagem.",NA,NA,"Arbusto 2 m. Frutos verdes","urn:catalog:JBRJ:RB:519354","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"42",NA,"MBML","MBML-HERBARIO","10131","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","R. Goldenberg/2015",NA,"PARATYPE","734","W. P. Lopes; E. Bausen & W. Pizziolo",1999,5,19,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Arvoreta 2,5m. Frutos imaturos verdes, maturos negros. Ambiente úmido e sombreado.","BRA:MBML:MBML-HERBARIO:0000010131","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"43","2014-11-11T16:14:06.000+0000","JBRJ","RB","RB00519353","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","734","W. P. Lopes ; E. Bausen & W. Pizziolo",1999,5,19,"Brazil","Espírito Santo","Santa Teresa","Mata Fria .",NA,NA,"Arvoreto 2,5 m de alt. Frutos imaturos verdes, maturos negros.","urn:catalog:JBRJ:RB:519353","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"44",NA,"MBML","MBML-HERBARIO","10156","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","2617","L. Kollmann; E. Bausen & W. Pizziolo",1999,6,17,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Mata de encosta. Arbusto 3m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000010156","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"45","2017-10-06T12:21:56.000+0000","JBRJ","RB","RB00519356","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","2617","L. Kollmann; E. Bausen & W. Pizziolo",1999,6,17,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria , terreno de C. Loss. (lado direito).",NA,NA,"Arbusto 3 m. Frutos verdes","urn:catalog:JBRJ:RB:519356","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"46",NA,"MBML","MBML-HERBARIO","8594","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","901","L. Kollmann; E. Bausen & W. Pizziolo",1998,11,9,"Brazil","Espírito Santo","Santa Teresa","Aparecidinha",-40.593889,-19.973056,"mata de baixada. Arbusto 3m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000008594","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"47","2017-10-06T12:53:23.000+0000","JBRJ","RB","RB00523244","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","1046","L. Kollmann; E. Bausen & W. Pizziolo",1998,11,18,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica da Caixa dágua, estrada do Caravagem.",NA,NA,"Arbusto 4 m. Botões brancos.","urn:catalog:JBRJ:RB:523244","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"48",NA,"MBML","MBML-HERBARIO","8031","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","1046","L. Kollmann; E. Bausen & W. Pizziolo",1998,11,18,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água",-40.6075,-19.931389,"Mata de encosta. Arbusto 4m. Botões brancos.","BRA:MBML:MBML-HERBARIO:0000008031","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
"49",NA,"US","Botany","3505805","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,NA,NA,"673","F. Pedroni, M. Sanchez, R. Laps & R. Belinello",1997,5,29,"Brazil","São Paulo",NA,"Picinguaba. Morro do Corisco",NA,NA,NA,"http://n2t.net/ark:/65665/3918ae503-8ed8-4a8a-be73-338ba3c4af04","Miconia atlantica Caddah & R.Goldenb.",NA,NA,NA,NA,NA
