"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","59619","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","Kassner-Filho, A.","2018-06-27T00:00:00.000+0000",NA,"2918",NA,"Kassner-Filho, A.",2018,6,27,"Brazil","Santa Catarina","Treviso",NA,-49.498611,-28.443611,"fruto imaturo","BRA:FURB:FURB:0000059619",NA,"Myrcia anacardiifolia Gardner"
"2","2018-06-20T13:09:20.000+0000","JBRJ","RB","RB01390895","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","L.F. Gonçalves",NA,NA,"366",NA,"L.F.Gonçalves",2017,1,7,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha do Sino. Parque Nacional da Serra dos Órgãos",-43.002778,-22.450556,"Árvore aprox. 5.5m. D.A.P. 10cm., flores ainda em botão.","urn:catalog:JBRJ:RB:1390895",NA,"Myrcia anacardiifolia Gardner"
"3",NA,"Universidade Regional de Blumenau, FURB","FURB","52731","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","M. Sobral","2017-05-02T00:00:00.000+0000",NA,"6058",NA,"Funez, L.A.",2017,2,22,"Brazil","Santa Catarina","Rodeio","Morro da Tirolesa.",-49.401111,-26.868056,"Flores brancas","BRA:FURB:FURB:0000052731",NA,"Myrcia anacardiifolia Gardner"
"4",NA,"Universidade Regional de Blumenau, FURB","FURB","52703","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","A.L. de Gasper","2017-02-14T00:00:00.000+0000",NA,"6031",NA,"Funez, L.A.",2017,2,14,"Brazil","Santa Catarina","Penha","Estrada da Praia Vermelha.",-48.591944,-26.794722,"Flores brancas","BRA:FURB:FURB:0000052703",NA,"Myrcia anacardiifolia Gardner"
"5","2018-06-20T13:09:27.000+0000","JBRJ","RB","RB01390917","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","L.F. Gonçalves",NA,NA,"388",NA,"L.F.Gonçalves",2017,2,25,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha Suspensa. Parque Nacional da Serra dos Órgãos",-42.998611,-22.456944,"Árvore aprox. 8m., D.A.P. 4cm., inflorescência em botões começando a florir. Cheiro adocicado.","urn:catalog:JBRJ:RB:1390917",NA,"Myrcia anacardiifolia Gardner"
"6","2018-06-20T13:09:28.000+0000","JBRJ","RB","RB01390920","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","L.F. Gonçalves",NA,NA,"391",NA,"L.F.Gonçalves",2017,3,21,"Brazil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos. Trilha Uricanal. Parque Nacional da Serra dos Órgãos",-43.12,-22.486944,"Arvoreta aprox. 3m., flores brancas, suave perfume adocicado.","urn:catalog:JBRJ:RB:1390920",NA,"Myrcia anacardiifolia Gardner"
"7",NA,"Universidade Federal do Paraná, UFPR","EFC","16412","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","Völtz, R.R.","2017-09-19T00:00:00.000+0000",NA,"1412",NA,"Völtz, R.R.",2017,7,7,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato",-48.3075,-25.1797,"Arvoreta 5 m, frutos alguns verde-avermelhado, outros vinosos. Estrato médio de Floresta Ombrófila Densa Aluvial","BRA:UFPR:EFC:0000016412",NA,"Myrcia anacardiifolia Gardner"
"8","2018-06-20T13:09:53.000+0000","JBRJ","RB","RB01390997","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","L.F. Gonçalves",NA,NA,"468",NA,"L.F.Gonçalves",2017,11,1,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Entrada da Trilha da Agulhinha do Beija Flor (beira do rio). Parque Nacional da Serra dos Órgãos",-43.005556,-22.4475,"Árvore aprox. 6m. Folhas discolores pilosas em ambas as faces com maior concentração dos tricomas sobre os veios; ramos com tricomas no ápice; frutos avermelhados.","urn:catalog:JBRJ:RB:1390997",NA,"Myrcia anacardiifolia Gardner"
"9","2018-05-28T14:31:29.000+0000","JBRJ","RB","RB01389126","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","L. F. Gonçalves",NA,NA,"240",NA,"L. F. Gonçalves",2016,1,28,"Brazil","Rio de Janeiro","Teresópolis","Barragem",-43.000833,-22.451389,"Flores com pétalas brancas, cálice amarelado ou palha, anteras amarelas","urn:catalog:JBRJ:RB:1389126",NA,"Myrcia anacardiifolia Gardner"
"10",NA,"IF","SPSF","51346","Myrcia anacardiifolia Gardner",NA,"Myrtaceae","Myrcia","anacardiifolia",NA,"Gardner","O.T. Aguiar","2016-06-05T00:00:00.000+0000",NA,"02",NA,"L.S. Braga & F.A.R.D.P. Arzolla & F.E.S.P.Vilela",2016,6,1,"Brazil","Sp","São Paulo","Parque Estadual da Cantareira, Núcleo Pedra Grande",-46.631111,-23.440278,"COLETA: Arvoreta com 3 metros, frutos globoso.; GEOGRAFIA: Floresta Ombrófila Densa Montana, floresta em estágio intermediário.;","BRA:IF:SPSF:0000051346",NA,"Myrcia anacardiifolia Gardner"
