"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"NY","NY","1033307","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","S. F. Smith","2000-01-01T00:00:00.000+0000","4036","M. Aparecida da Silva",1999,3,21,"Brazil","Tocantins",NA,"Ilha do Bananal. Parque Nacional do Araguaia. Ãrea ca. de 3 Km da Sede do Parque. Lago do RufÃ­no.",-50.4736,-10.4467,NA,"83347a2a-633d-4314-8c41-62857eeec668",NA,"Phyllanthus martii Müll.Arg."
"2",NA,"NY","NY","1063822","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.",NA,NA,"2030","A. B. Anderson",1985,3,21,"Brazil","MaranhÃ£o",NA,"Fazenda SÃ£o Francisco, estrada Alto Alegre- Lago Verde, km 9.",-44.8221586140166,-3.9606188723268,NA,"3513f9d6-c0c7-4e04-a4a1-d2ffb0399d38",NA,"Phyllanthus martii Müll.Arg."
"3","2009-12-16T14:59:00.000+0000","MO","MO","100236028","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.",NA,NA,"Anderson 2030","A.B. Anderson",1985,3,21,"Brazil","Maranhão",NA,"Fazenda São Francisco, estrada Alto Alegre-Lago Verde km 9.",NA,NA,NA,"urn:catalog:MO:Tropicos:100236028","http://www.tropicos.org/Specimen/100236028","Phyllanthus martii Müll.Arg."
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","99043","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","Teixeira, L.O.A.","1982-01-01T00:00:00.000+0000","98","Mike Hopkins",1981,3,7,"Brazil","Amazonas",NA,"Igarapé do Crajari, afluente do Rio Javari. Mata de várzea.",NA,NA,"""Arvoreta de 5m de altura; flores amarelas, cálice roseo.""","urn:catalog:inpa:herbarium:238469",NA,"Phyllanthus martii Müll.Arg."
"5","2008-05-27T22:02:00.000+0000","MO","MO","3279254","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","L.O.A. Teixeira & A. Amaral","1982-01-01T00:00:00.000+0000","Monteiro 98","O.P. Monteiro",1981,3,7,"Brazil","Amazonas",NA,"Mun. de Bejamim Constant, igarape do Crajari afluente do Javari; mata de varzea.",NA,NA,NA,"urn:catalog:MO:Tropicos:3279254","http://www.tropicos.org/Specimen/3279254","Phyllanthus martii Müll.Arg."
"6",NA,"US","Botany","3502848","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.",NA,NA,"P26530","G. T. Prance, D. G. Campbell, D. C. Daly, U. Maciel, M. G. Silva, R. P. Bahia & M. R. Santos",1980,11,28,"Brazil","Pará",NA,"Varzea. Genipapo trail.",-50.7972,-3.3722,NA,"http://n2t.net/ark:/65665/3d22dff59-963c-4c68-9d41-93d730fccb1d",NA,"Phyllanthus martii Müll.Arg."
"7",NA,"NY","NY","01461131","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","R. L. Liesner","1993-01-01T00:00:00.000+0000","P26530","G. T. Prance",1980,11,28,"Brazil","Pará",NA,"Genipapo trail.  Basin of Rio Xingu, Gleba Bacaja, lote 88, just below mouth of Rio Bacaja.",-51.7328,-3.535,NA,"8ec7b6c4-956e-4778-b3e3-4bb0f878b5f8",NA,"Phyllanthus martii Müll.Arg."
"8",NA,"NY","NY","1063821","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","M. G. da Silva",NA,"4839","N. T. da Silva",1978,8,17,"Brazil","Tocantins",NA,"Rio Araguaia, margem direita.",-49.9561903832499,-9.28186606396209,NA,"23f1c120-f082-4a72-b356-20354fd7a705",NA,"Phyllanthus martii Müll.Arg."
"9","2014-07-08T07:38:19.000+0000","JBRJ","RB","RB00088229","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","M.G.Silva","1978-01-01T00:00:00.000+0000","4839","N.T.Silva",1978,8,17,"Brazil","Amazonas","Amazonas","Rio Araguaia , margem direita.",NA,NA,"Árvore de 3m de altura, 10cm de diâmetro. Frutos verdes. Col. de madeira","urn:catalog:JBRJ:RB:88229",NA,"Phyllanthus martii Müll.Arg."
"10",NA,"NY","NY","1063820","Phyllanthus martii Müll.Arg.","Phyllanthaceae","Phyllanthus","martii","Müll.Arg.","M. G. da Silva",NA,"4839","N. T. da Silva",1978,8,17,"Brazil","Tocantins",NA,"Rio Araguaia, margem direita.",-49.9561903832499,-9.28186606396209,NA,"cb6d4607-d92e-4b0f-a72f-00ba5aa92dee",NA,"Phyllanthus martii Müll.Arg."
