"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","10158","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke","Silva, M.F. da","1973-01-01T00:00:00.000+0000",NA,"3698",NA,"Mike Hopkins",1961,11,21,"Brazil","Amazonas",NA,"Cachoeira Alta do Tarumã., Cachoeira Alta do Tarumã, terra firme, solo arenoso, úmido.",NA,NA,NA,"urn:catalog:inpa:herbarium:159634",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","6743","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke",NA,NA,NA,"INPA6743",NA,"Mike Hopkins",1958,10,24,"Brazil","Amazonas",NA,"Estrada Velha de São Raimundo. Terra firme, arenoso, úmido.",NA,NA,NA,"urn:catalog:inpa:herbarium:27708",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"3",NA,"Jardim Botânico de Brasília (JBB)","HEPH","4692","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke","Chagas","1956-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Chagas",1956,1,6,"Brazil","Amazonas","Manaus","Parque 10 de Novembro",0,0,"Árvore; frutos capsulas;; Capoeira de terra firme; Solo arenoso úmido;","BRA:JBB:HEPH:0000004692",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","3286","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke","Silva, M.F. da","1973-01-01T00:00:00.000+0000",NA,"INPA3286",NA,"Mike Hopkins",1956,1,6,"Brazil","Amazonas",NA,"Igarapé do Parque 10 de Novembro. Terra firme, úmido, arenoso, capoeira fechada, alta.",NA,NA,NA,"urn:catalog:inpa:herbarium:4121",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"5",NA,"NY","NY","272999","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke",NA,NA,"SYNTYPE","241",NA,"W. A. Ducke",1936,NA,NA,"Brazil","Amazonas",NA,"Manaus, atrÃ¡s do logar Penjadon",0,0,"This may be Ducke 241, collected 25 Oct 1935","544b8f8e-b997-4605-93dd-357ef3af3eee",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"6",NA,"F","Botany","V0056956F","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke",NA,NA,"ISOSYNTYPE","318",NA,"A. Ducke",1935,7,29,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"c87f10c3-b247-40f7-bb3c-8b9a0c6d8a69",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"7",NA,"US","Botany","1693321","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke",NA,NA,NA,"318",NA,"A. Ducke",1935,8,29,"Brazil","Amazonas",NA,"Manaos. Estrada do Aleixo.",NA,NA,NA,"http://n2t.net/ark:/65665/3374636b6-97b7-4c7e-9621-eea7ce9e6371",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"8","2008-11-03T10:43:12.000+0000","K","Herbarium","K000601061","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke","Ducke, A.",NA,NA,"29037",NA,"Ducke, A.",1935,8,29,"Brazil",NA,NA,"Manáos, Estrada do Aleixo",NA,NA,NA,"http://specimens.kew.org/herbarium/K000601061",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"9","2017-10-19T11:51:28.000+0000","JBRJ","RB","RB00569787","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke",NA,NA,"SYNTYPE",NA,NA,"Ducke, A.",1935,8,29,"Brazil","Amazonas","Manaus","mata de terra firme na estrada do Aleixo, perto de um riachinho.",NA,NA,"Árv. peq., fl amareladas pálido depois avermelhadas. estrada do aleixo","urn:catalog:JBRJ:RB:569787",NA,"Pera pulchrifolia Ducke",NA,NA,NA
"10","2008-11-03T10:43:19.000+0000","K","Herbarium","K000601060","Pera pulchrifolia Ducke","Peraceae","Pera","pulchrifolia","Ducke","Ducke, A.",NA,NA,"29037",NA,"Ducke, A.",1935,8,29,"Brazil",NA,NA,"Manáos, Estrada do Aleixo",NA,NA,"29-8-35 flor  13-12-35 fruc","http://specimens.kew.org/herbarium/K000601060",NA,"Pera pulchrifolia Ducke",NA,NA,NA
